,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file
1490,BI10604,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,,247489.01,sanctioned,90,2023-05-04,2023-08-02,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
1491,KE09057,Kozhikode Constituency,Kozhikode,Kerala,750000,750000.0,736960.16,STALLED,90,14-07-2023,2023-10-12,,PWD,sanitation,14.0,synthetic,sample_projects_synthetic.csv
1492,WE10392,Kolkata Constituency,Kolkata,West Bengal,300000,150000.0,68913.63,ongoing,545,2023-05-08,2024-11-03,,Rural Dev Dept,school,26.1,synthetic,sample_projects_synthetic.csv
1493,BI09458,Muzaffarpur Constituency, Muzaffarpur,Bihar,500000,500000.0,254392.15,ongoing,90,2023-04-05,2023-07-04,,Jal Nigam,irrigation,85.2,synthetic,sample_projects_synthetic.csv
1494,BI10269,Gaya Constituency,Gaya,Bihar,300000,300000.0,228867.56,completed,365,2023-02-09,2024-02-09,22-05-2024,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1495,AN10707,Visakhapatnam Constituency, Visakhapatnam,Andhra Pradesh,500000,500000.0,450425.6,ongoing,90,2024-07-27,2024-10-25,,Rural Dev Dept,road,72.7,synthetic,sample_projects_synthetic.csv
1496,UT09358,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,301074.64,completed,545,2024-06-09,2025-12-06,28-02-2026,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1497,AN10005,Krishna Constituency,Krishna,Andhra Pradesh,750000,375000.0,266693.84,ongoing,730,2024-06-05,2026-06-05,,PWD,school,89.3,synthetic,sample_projects_synthetic.csv
1498,KA10008,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,108000.0,completed,365,26-07-2023,25-07-2024,2024-12-21,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv
1499,TA10628,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,465601.33,stalled,270,2023-05-22,2024-02-16,,Rural Dev Dept,drinking water,55.4,synthetic,sample_projects_synthetic.csv
1500,MA10219,Pune Constituency,Pune,Maharashtra,2000000,1000000.0,876379.08,completed,365,2024-07-27,27-07-2025,2026-01-01,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1501,AN09645,Krishna Constituency,Krishna,Andhra Pradesh,1500000,0.0,0.0,recommended,545,2023-09-13,11-03-2025,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv
1502,MA10124,Pune Constituency,Pune,Maharashtra,500000,500000.0,295826.27,STALLED,270,03-01-2023,30-09-2023,,Rural Dev Dept,school,29.4,synthetic,sample_projects_synthetic.csv
1503,KE09841,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1320000.0,ongoing,545,2023-11-28,2025-05-26,,Zilla Parishad,irrigation,64.0,synthetic,sample_projects_synthetic.csv
1504,AN10276,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,279539.9,completed,365,2023-03-16,2024-03-15,2024-09-15,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1505,UT10045,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,1000000.0,641269.24,stalled,365,24-11-2024,2025-11-24,,Jal Nigam,irrigation,86.0,synthetic,sample_projects_synthetic.csv
1506,TA10449,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,1000000.0,616031.9,ongoing,180,2023-11-12,10-05-2024,,Zilla Parishad,school,77.8,synthetic,sample_projects_synthetic.csv
1507,KA10539,Belagavi Constituency,,Karnataka,2000000,2000000.0,1054640.24,sanctioned,365,24-06-2024,2025-06-24,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv
1508,TA10481,Madurai Constituency,Madurai,Tamil Nadu,750000,375000.0,153750.0,stalled,545,06-07-2023,01-01-2025,,Jal Nigam,irrigation,14.6,synthetic,sample_projects_synthetic.csv
1509,UT10710,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,200913.48,ongoing,180,2023-10-24,21-04-2024,,Zilla Parishad,electricity,58.7,synthetic,sample_projects_synthetic.csv
1510,AN09485,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,504753.22,stalled,545,2023-11-01,2025-04-29,,Zilla Parishad,community hall,51.9,synthetic,sample_projects_synthetic.csv
1511,KA10726,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,375000.0,138750.0,sanctioned,365,2023-08-26,25-08-2024,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv
1512,MA10665,Nagpur Constituency,Nagpur,Maharashtra,1500000,1500000.0,810000.0, stalled ,180,2023-01-16,2023-07-15,,PWD,road,65.8,synthetic,sample_projects_synthetic.csv
1513,BI10157,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,500000.0,400603.84,ONGOING,545,03-03-2024,2025-08-30,,Rural Dev Dept,school,60.2,synthetic,sample_projects_synthetic.csv
1514,RA10385,Jodhpur Constituency, Jodhpur,Rajasthan,1000000,,437892.65,stalled,545,2024-11-15,2026-05-14,,Rural Dev Dept,electricity,43.3,synthetic,sample_projects_synthetic.csv
1515,KA09657,Mysuru Constituency,Mysuru,Karnataka,300000,300000.0,150000.0, stalled ,365,2023-10-06,2024-10-05,,Zilla Parishad,road,12.9,synthetic,sample_projects_synthetic.csv
1516,TA10588,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,478369.2,sanctioned,365,2023-06-11,10-06-2024,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv
1517,BI09489,Patna Constituency,Patna,Bihar,1500000,,882000.0,stalled,90,24-05-2023,2023-08-22,,Rural Dev Dept,drinking water,90.4,synthetic,sample_projects_synthetic.csv
1518,AN10148,Guntur Constituency,Guntur,Andhra Pradesh,1500000,1500000.0,1361722.26, ongoing ,365,2024-08-06,06-08-2025,,PWD,electricity,35.9,synthetic,sample_projects_synthetic.csv
1519,RA09249,Jodhpur Constituency,Jodhpur,Rajasthan,500000,0.0,0.0,recommended,90,25-04-2024,24-07-2024,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv
1520,BI09504,Gaya Constituency,Gaya,Bihar,300000,150000.0,120000.0,sanctioned,365,2023-10-06,2024-10-05,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
1521,TA10662,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,84000.0,completed,90,2024-04-23,2024-07-22,16-08-2024,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1522,WE09283,Kolkata Constituency,Kolkata,West Bengal,750000,750000.0,585706.18,ONGOING,730,2024-01-29,2026-01-28,,PWD,irrigation,12.2,synthetic,sample_projects_synthetic.csv
1523,AN10414,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,1447689.85,completed,180,2024-09-10,09-03-2025,2025-03-31,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv
1524,WE09395,Kolkata Constituency,Kolkata,West Bengal,200000,100000.0,74426.75, stalled ,545,2024-06-07,2025-12-04,,Rural Dev Dept,road,17.0,synthetic,sample_projects_synthetic.csv
1525,MA09885,Pune Constituency,Pune,Maharashtra,1500000,750000.0,412500.0,completed,180,2024-07-02,2024-12-29,15-01-2025,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv
1526,BI09901,Gaya Constituency,Gaya,Bihar,200000,200000.0,152983.33,ongoing,270,2023-04-20,15-01-2024,,Rural Dev Dept,school,60.7,synthetic,sample_projects_synthetic.csv
1527,BI09698,Patna Constituency,Patna,Bihar,1000000,1000000.0,670366.62,sanctioned,730,2024-01-05,04-01-2026,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv
1528,WE09967,Howrah Constituency,Howrah,West Bengal,750000,750000.0,700744.68, completed ,545,12-01-2024,2025-07-10,06-09-2025,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1529,AN10416,Krishna Constituency,Krishna,Andhra Pradesh,750000,0.0,0.0,recommended,270,2023-07-06,2024-04-01,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv
1530,KE09826,Ernakulam Constituency, Ernakulam,Kerala,200000,100000.0,78595.69,sanctioned,270,2023-11-01,2024-07-28,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
1531,UT09607,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,141000.0,ongoing,90,2024-09-18,2024-12-17,,Rural Dev Dept,sanitation,90.2,synthetic,sample_projects_synthetic.csv
1532,UT10294,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,79970.16,completed,90,2023-10-19,17-01-2024,18-03-2024,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv
1533,BI09983,Patna Constituency,Patna,Bihar,750000,0.0,0.0,recommended,545,2024-01-30,2025-07-28,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv
1534,BI09816,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,150000.0,135298.3,stalled,545,18-12-2023,2025-06-15,,PWD,school,93.8,synthetic,sample_projects_synthetic.csv
1535,BI10012,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,0.0,recommended,730,22-01-2023,21-01-2025,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
1536,WE10614,Howrah Constituency,Howrah,West Bengal,750000,0.0,0.0,recommended,90,2023-03-26,24-06-2023,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv
1537,AN10647,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,150000.0,119826.17,ongoing,730,04-02-2024,03-02-2026,,Jal Nigam,electricity,18.9,synthetic,sample_projects_synthetic.csv
1538,WE09830,Howrah Constituency,Howrah,West Bengal,300000,,130536.36,completed,545,2023-12-26,2025-06-23,2025-07-06,PWD,school,100.0,synthetic,sample_projects_synthetic.csv
1539,RA09872,Jaipur Constituency, Jaipur,Rajasthan,1000000,500000.0,437460.39,SANCTIONED,180,2024-03-25,21-09-2024,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
1540,MA10001,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,317976.22,completed,90,2024-02-25,25-05-2024,05-07-2024,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1541,UT10375,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,100000.0,52000.0,ONGOING,730,2023-08-09,2025-08-08,,Zilla Parishad,school,43.4,synthetic,sample_projects_synthetic.csv
1542,KE10767,Kozhikode Constituency,Kozhikode,Kerala,1500000,1500000.0,1248297.5,stalled,180,20-12-2023,17-06-2024,,Jal Nigam,community hall,89.2,synthetic,sample_projects_synthetic.csv
1543,TA10757,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,198299.63,sanctioned,90,2024-06-03,2024-09-01,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
1544,WE10525,Howrah Constituency,,West Bengal,1500000,1500000.0,659932.49,stalled,90,2023-01-14,2023-04-14,,Jal Nigam,sanitation,64.2,synthetic,sample_projects_synthetic.csv
1545,KA10418,Mysuru Constituency,Mysuru,Karnataka,200000,0.0,0.0,recommended,180,2023-03-13,09-09-2023,,PWD,road,,synthetic,sample_projects_synthetic.csv
1546,BI10768,Gaya Constituency, Gaya,Bihar,750000,750000.0,615000.0,ongoing,545,2024-09-18,17-03-2026,,Zilla Parishad,road,59.0,synthetic,sample_projects_synthetic.csv
1547,BI10059,Patna Constituency,Patna,Bihar,1000000,0.0,0.0,recommended,730,2024-09-09,2026-09-09,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
1548,KA09735,Mysuru Constituency,Mysuru,Karnataka,1000000,1000000.0,555123.59,sanctioned,365,2023-08-12,11-08-2024,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv
1549,WE10571,Howrah Constituency,Howrah,West Bengal,750000,750000.0,585000.0,sanctioned,365,22-06-2023,21-06-2024,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
1550,BI09812,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,80000.0,ongoing,545,2023-01-24,2024-07-22,,PWD,school,88.0,synthetic,sample_projects_synthetic.csv
1551,AN10733,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1500000.0,855000.0,completed,90,2023-01-20,20-04-2023,2023-06-19,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1552,UT09904,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,0.0,0.0,RECOMMENDED,545,15-08-2024,2026-02-11,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv
1553,AN09061,Guntur Constituency,Guntur,Andhra Pradesh,2000000,1000000.0,740053.08,completed,730,2024-05-24,24-05-2026,2026-10-02,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv
1554,BI09676,Patna Constituency,Patna,Bihar,300000,300000.0,275658.8,completed,270,2024-02-16,2024-11-12,2025-01-27,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv
1555,MA09923,Nagpur Constituency,Nagpur,Maharashtra,300000,300000.0,207376.93, sanctioned ,270,2023-05-22,16-02-2024,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv
1556,TA09460,Chennai Constituency,Chennai,Tamil Nadu,2000000,1000000.0,828163.28,STALLED,730,2023-02-06,2025-02-05,,Zilla Parishad,school,82.7,synthetic,sample_projects_synthetic.csv
1557,KA10479,Mysuru Constituency,Mysuru,Karnataka,200000,0.0,0.0,recommended,730,2023-10-05,04-10-2025,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
1558,MA09948,Pune Constituency,Pune,Maharashtra,500000,250000.0,163092.51,stalled,545,26-07-2024,22-01-2026,,Rural Dev Dept,electricity,78.6,synthetic,sample_projects_synthetic.csv
1559,WE10337,Kolkata Constituency,Kolkata,West Bengal,300000,150000.0,122350.27,stalled,365,17-04-2023,16-04-2024,,PWD,school,94.0,synthetic,sample_projects_synthetic.csv
1560,RA10625,Jodhpur Constituency, Jodhpur,Rajasthan,500000,500000.0,309298.45,completed,90,02-02-2023,2023-05-03,2023-05-10,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1561,WE10565,Howrah Constituency,Howrah,West Bengal,300000,300000.0,186000.0,sanctioned,180,11-04-2023,2023-10-08,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv
1562,KE09562,Kozhikode Constituency,Kozhikode,Kerala,2000000,1000000.0,522528.09,completed,270,2023-06-06,02-03-2024,06-09-2024,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1563,KA09721,Mysuru Constituency,Mysuru,Karnataka,300000,300000.0,223573.4,STALLED,730,2023-08-29,2025-08-28,,PWD,sanitation,67.3,synthetic,sample_projects_synthetic.csv
1564,KA10656,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,73293.87, stalled ,365,04-10-2024,2025-10-04,,Jal Nigam,school,66.7,synthetic,sample_projects_synthetic.csv
1565,BI09539,Gaya Constituency,Gaya,Bihar,200000,200000.0,187896.67,ongoing,180,28-03-2023,2023-09-24,,Rural Dev Dept,drinking water,55.9,synthetic,sample_projects_synthetic.csv
1566,KA10296,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,0.0,0.0,recommended,90,04-05-2023,2023-08-02,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv
1567,AN09037,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1122373.0,SANCTIONED,90,07-11-2024,2025-02-05,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
1568,MA10665,Nagpur Constituency,Nagpur,Maharashtra,1500000,1500000.0,830896.04, stalled ,180,2023-01-16,2023-07-15,,PWD,road,65.8,synthetic,sample_projects_synthetic.csv
1569,BI09565,Gaya Constituency,Gaya,Bihar,2000000,2000000.0,1442365.47,sanctioned,545,2023-02-04,2024-08-02,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv
1570,TA09305,Madurai Constituency,Madurai,Tamil Nadu,500000,250000.0,221980.94,completed,545,2024-01-13,2025-07-11,2025-07-20,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1571,KE09780,Ernakulam Constituency,Ernakulam,Kerala,200000,100000.0,82062.16,completed,180,2023-12-23,20-06-2024,28-10-2024,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1572,KA09158,Belagavi Constituency,Belagavi,Karnataka,500000,250000.0,240382.44,ongoing,545,2024-08-01,2026-01-28,,PWD,sanitation,72.0,synthetic,sample_projects_synthetic.csv
1573,KA09631,Belagavi Constituency,Belagavi,Karnataka,2000000,2000000.0,1897029.31,ongoing,365,02-09-2024,2025-09-02,,Jal Nigam,drinking water,10.3,synthetic,sample_projects_synthetic.csv
1574,WE10592,Howrah Constituency,Howrah,West Bengal,2000000,1000000.0,505641.27,sanctioned,730,18-01-2023,2025-01-17,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv
1575,MA09956,Nagpur Constituency,Nagpur,Maharashtra,200000,100000.0,96503.71,sanctioned,730,2023-07-07,2025-07-06,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv
1576,AN10616,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,,98380.63,stalled,365,2023-08-08,2024-08-07,,Rural Dev Dept,sanitation,14.1,synthetic,sample_projects_synthetic.csv
1577,BI09284,Patna Constituency,Patna,Bihar,1000000,0.0,0.0,recommended,730,07-03-2023,06-03-2025,,PWD,school,,synthetic,sample_projects_synthetic.csv
1578,WE09867,Kolkata Constituency,Kolkata,West Bengal,750000,375000.0,256180.24,ongoing,180,2024-07-21,2025-01-17,,Jal Nigam,sanitation,42.2,synthetic,sample_projects_synthetic.csv
1579,KA09019,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,96166.67,ongoing,90,2024-07-28,2024-10-26,,Zilla Parishad,community hall,39.8,synthetic,sample_projects_synthetic.csv
1580,MA09543,Nagpur Constituency,Nagpur,Maharashtra,500000,500000.0,449272.34,sanctioned,545,2023-10-05,2025-04-02,,PWD,community hall,,synthetic,sample_projects_synthetic.csv
1581,WE09438,Howrah Constituency,Howrah,West Bengal,500000,500000.0,349714.25, sanctioned ,730,2024-08-10,10-08-2026,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1582,WE09084,Kolkata Constituency,Kolkata,West Bengal,200000,100000.0,60863.27,STALLED,730,2023-08-19,2025-08-18,,Jal Nigam,school,76.6,synthetic,sample_projects_synthetic.csv
1583,BI09225,Patna Constituency,Patna,Bihar,1000000,1000000.0,710935.85,completed,270,01-04-2023,2023-12-27,08-05-2024,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv
1584,RA10745,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,326775.03,sanctioned,730,2024-03-02,02-03-2026,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv
1585,KE10702,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,0.0,recommended,730,2024-11-14,14-11-2026,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1586,MA10575,Pune Constituency,Pune,Maharashtra,750000,750000.0,660655.48,stalled,545,25-07-2024,2026-01-21,,Jal Nigam,drinking water,59.8,synthetic,sample_projects_synthetic.csv
1587,MA09965,Nagpur Constituency,Nagpur,Maharashtra,500000,0.0,0.0,recommended,730,2023-04-12,2025-04-11,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv
1588,MA10493,Nagpur Constituency,Nagpur,Maharashtra,200000,200000.0,172955.33,ongoing,545,2023-03-13,2024-09-08,,Rural Dev Dept,drinking water,77.9,synthetic,sample_projects_synthetic.csv
1589,TA09557,Chennai Constituency,Chennai,Tamil Nadu,200000,0.0,0.0,recommended,730,2023-01-31,2025-01-30,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv
1590,WE10338,Howrah Constituency,Howrah,West Bengal,1000000,1000000.0,492860.38,ongoing,180,2023-07-07,2024-01-03,,PWD,school,48.8,synthetic,sample_projects_synthetic.csv
1591,KE10672,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,962267.26,stalled,730,2024-05-25,2026-05-25,,Zilla Parishad,drinking water,88.5,synthetic,sample_projects_synthetic.csv
1592,WE10638,Howrah Constituency,Howrah,West Bengal,200000,100000.0,39000.0,ongoing,365,2023-07-05,2024-07-04,,Rural Dev Dept,drinking water,85.1,synthetic,sample_projects_synthetic.csv
1593,KE10147,Kozhikode Constituency,Kozhikode,Kerala,1500000,1500000.0,775801.04,completed,365,01-01-2023,2024-01-01,15-02-2024,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv
1594,TA09262,Madurai Constituency,Madurai,Tamil Nadu,300000,0.0,0.0,recommended,365,2023-07-29,28-07-2024,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv
1595,AN09658,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,1000000.0,350000.0,stalled,180,2023-06-05,02-12-2023,,Rural Dev Dept,sanitation,44.0,synthetic,sample_projects_synthetic.csv
1596,AN10292,Guntur Constituency,Guntur,Andhra Pradesh,2000000,1000000.0,866390.39, ongoing ,90,2023-11-06,04-02-2024,,PWD,irrigation,11.1,synthetic,sample_projects_synthetic.csv
1597,KA09790,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,178246.6,sanctioned,365,2024-08-02,02-08-2025,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
1598,BI10017,Gaya Constituency,Gaya,Bihar,1500000,0.0,0.0,recommended,270,2023-04-01,27-12-2023,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv
1599,AN09604,Krishna Constituency,Krishna,Andhra Pradesh,1000000,0.0,0.0, recommended ,545,29-06-2023,2024-12-25,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv
1600,WE10319,Kolkata Constituency,Kolkata,West Bengal,500000,250000.0,233420.67,SANCTIONED,545,20-12-2023,17-06-2025,,PWD,road,,synthetic,sample_projects_synthetic.csv
1601,WE10598,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,410000.0,SANCTIONED,730,2024-04-18,2026-04-18,,PWD,road,,synthetic,sample_projects_synthetic.csv
1602,BI10094,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,500000.0,451226.47,sanctioned,90,14-05-2023,2023-08-12,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv
1603,KE10686,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,0.0, recommended ,545,2024-11-09,2026-05-08,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv
1604,KA09672,Mysuru Constituency,Mysuru,Karnataka,750000,750000.0,585000.0, sanctioned ,730,2024-11-06,2026-11-06,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv
1605,KE09112,Kozhikode Constituency, Kozhikode,Kerala,2000000,1000000.0,915627.41,completed,730,2023-05-07,2025-05-06,2025-05-19,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv
1606,BI09318,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,500000.0,265338.17,completed,90,2024-06-14,2024-09-12,2025-03-25,PWD,school,100.0,synthetic,sample_projects_synthetic.csv
1607,WE09018,Howrah Constituency,Howrah,West Bengal,2000000,0.0,0.0, recommended ,270,19-11-2023,2024-08-15,,PWD,road,,synthetic,sample_projects_synthetic.csv
1608,KE09704,Kozhikode Constituency,Kozhikode,Kerala,2000000,2000000.0,1168290.5,ongoing,270,17-03-2024,2024-12-12,,Zilla Parishad,irrigation,63.0,synthetic,sample_projects_synthetic.csv
1609,MA09752,Pune Constituency,Pune,Maharashtra,500000,250000.0,173243.45,stalled,90,2024-07-18,16-10-2024,,Jal Nigam,community hall,47.1,synthetic,sample_projects_synthetic.csv
1610,AN09950,Guntur Constituency,Guntur,Andhra Pradesh,300000,0.0,0.0,recommended,365,2024-08-06,2025-08-06,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv
1611,BI10329,Gaya Constituency,Gaya,Bihar,750000,750000.0,597831.65,ONGOING,545,2023-05-07,02-11-2024,,Jal Nigam,sanitation,88.7,synthetic,sample_projects_synthetic.csv
1612,MA10670,Pune Constituency,Pune,Maharashtra,500000,500000.0,403019.18,sanctioned,365,2024-02-17,2025-02-16,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv
1613,KA10320,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,517215.38,completed,180,26-05-2024,2024-11-22,2025-02-25,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv
1614,KA09475,Bengaluru Urban Constituency, Bengaluru Urban,Karnataka,750000,0.0,0.0,recommended,270,27-08-2023,2024-05-23,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1615,UT09799,Varanasi Constituency, Varanasi,Uttar Pradesh,200000,200000.0,130787.12, stalled ,180,2024-05-28,2024-11-24,,Jal Nigam,community hall,18.8,synthetic,sample_projects_synthetic.csv
1616,KE09568,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,390466.54,stalled,730,2023-05-07,2025-05-06,,Zilla Parishad,sanitation,80.4,synthetic,sample_projects_synthetic.csv
1617,TA09773,Chennai Constituency,Chennai,Tamil Nadu,300000,,164815.98,completed,545,09-04-2023,05-10-2024,2024-09-30,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv
1618,MA10559,Pune Constituency,Pune,Maharashtra,200000,100000.0,92468.87,ongoing,730,2024-11-27,27-11-2026,,PWD,irrigation,49.6,synthetic,sample_projects_synthetic.csv
1619,RA10023,Jaipur Constituency,Jaipur,Rajasthan,300000,0.0,0.0, recommended ,545,2024-05-03,2025-10-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1620,AN10595,Guntur Constituency,Guntur,Andhra Pradesh,750000,750000.0,644885.74,completed,180,2023-12-28,2024-06-25,13-07-2024,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv
1621,KA10133,Belagavi Constituency,Belagavi,Karnataka,500000,500000.0,285420.78,ongoing,365,2024-05-03,2025-05-03,,PWD,school,59.1,synthetic,sample_projects_synthetic.csv
1622,RA09077,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,153047.37,ongoing,730,2024-03-10,2026-03-10,,Jal Nigam,school,67.4,synthetic,sample_projects_synthetic.csv
1623,MA10742,Pune Constituency,Pune,Maharashtra,1000000,1000000.0,754784.62,STALLED,270,20-10-2024,2025-07-17,,Zilla Parishad,sanitation,39.2,synthetic,sample_projects_synthetic.csv
1624,AN09159,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1628517.68, sanctioned ,365,2023-04-04,2024-04-03,,PWD,school,,synthetic,sample_projects_synthetic.csv
1625,MA10037,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,375000.0,sanctioned,270,2023-12-08,2024-09-03,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv
1626,UT10635,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,365,2024-02-10,2025-02-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv
1627,WE10291,Kolkata Constituency, Kolkata,West Bengal,300000,0.0,0.0,recommended,270,2024-01-31,27-10-2024,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv
