project_id,project_title,description,mp_id,constituency_id,state_id,district_id,agency_id,category,sanctioned_amount,cost_estimate,released_amount,expenditure,project_status,sanction_date,start_date,expected_completion_date,actual_completion_date,progress_percentage,latitude,longitude,data_source
PRJ-2026-0864,Healthcare Work 865,Construction and development of healthcare facilities.,432,431,22,431,431,Healthcare,58124748.41,58124748.41,40687323.886999995,17784429.27,stalled,2024-02-20,2024-03-01,2025-02-19,,43.71,25.9481,83.2921,REAL_MPLADS
PRJ-2026-0865,Healthcare Work 866,Construction and development of healthcare facilities.,433,432,21,432,432,Healthcare,50779264.25,50779264.25,50779264.25,50779264.25,completed,2024-03-21,2024-04-08,2025-03-21,2024-10-25,100.0,22.5139,74.6989,REAL_MPLADS
PRJ-2026-0866,Infrastructure Work 867,Construction and development of infrastructure facilities.,433,432,21,432,432,Infrastructure,96220735.75,96220735.75,96220735.75,96220735.75,completed,2024-02-29,2024-03-13,2025-02-28,2024-09-29,100.0,26.2664,80.2559,REAL_MPLADS
PRJ-2026-0867,Roads & Pathways Work 868,Construction and development of roads & pathways facilities.,434,433,27,433,433,Roads & Pathways,70918624.47,70918624.47,0.0,0.0,ongoing,2024-02-10,2024-03-05,2025-02-09,,9.04,26.4227,86.8384,REAL_MPLADS
PRJ-2026-0868,Infrastructure Work 869,Construction and development of infrastructure facilities.,434,433,27,433,433,Infrastructure,76081375.53,76081375.53,0.0,0.0,recommended,2024-01-17,,2025-01-16,,0.0,23.4862,87.8292,REAL_MPLADS
PRJ-2026-0869,Infrastructure Work 870,Construction and development of infrastructure facilities.,435,434,4,434,434,Infrastructure,91974308.19,91974308.19,0.0,0.0,sanctioned,2024-03-11,2024-04-06,2025-03-11,,0.0,20.6083,76.1937,REAL_MPLADS
PRJ-2026-0870,Infrastructure Work 871,Construction and development of infrastructure facilities.,435,434,4,434,434,Infrastructure,55025691.81,55025691.81,38517984.267,12198237.6,ongoing,2024-04-10,2024-04-23,2025-04-10,,30.35,26.6364,79.0568,REAL_MPLADS
PRJ-2026-0871,Roads & Pathways Work 872,Construction and development of roads & pathways facilities.,436,435,13,435,435,Roads & Pathways,50126032.87,50126032.87,35088223.008999996,9231711.47,stalled,2024-01-17,2024-02-01,2025-01-16,,26.31,21.3157,75.4643,REAL_MPLADS
PRJ-2026-0872,Infrastructure Work 873,Construction and development of infrastructure facilities.,436,435,13,435,435,Infrastructure,96873967.13,96873967.13,0.0,0.0,recommended,2024-04-18,,2025-04-18,,0.0,17.1229,82.2999,REAL_MPLADS
PRJ-2026-0873,Healthcare Work 874,Construction and development of healthcare facilities.,437,436,22,436,436,Healthcare,77393876.09,77393876.09,0.0,0.0,sanctioned,2024-03-16,2024-04-09,2025-03-16,,0.0,20.4796,72.0705,REAL_MPLADS
PRJ-2026-0874,Education Work 875,Construction and development of education facilities.,437,436,22,436,436,Education,69606123.91,69606123.91,0.0,0.0,recommended,2024-03-19,,2025-03-19,,0.0,20.4336,72.5498,REAL_MPLADS
PRJ-2026-0875,Water & Sanitation Work 876,Construction and development of water & sanitation facilities.,438,437,9,437,437,Water & Sanitation,54351402.02,54351402.02,38045981.414,8856043.95,ongoing,2024-02-16,2024-03-07,2025-02-15,,24.45,24.819,76.3885,REAL_MPLADS
PRJ-2026-0876,Water & Sanitation Work 877,Construction and development of water & sanitation facilities.,438,437,9,437,437,Water & Sanitation,92648597.97999999,92648597.97999999,64854018.58599999,34841418.86,ongoing,2024-02-03,2024-03-03,2025-02-02,,54.09,18.6265,80.7833,REAL_MPLADS
PRJ-2026-0877,Roads & Pathways Work 878,Construction and development of roads & pathways facilities.,439,438,12,438,438,Roads & Pathways,92712518.28,92712518.28,92712518.28,92712518.28,completed,2024-04-24,2024-05-07,2025-04-24,2024-11-23,100.0,18.1527,87.4355,REAL_MPLADS
PRJ-2026-0878,Education Work 879,Construction and development of education facilities.,439,438,12,438,438,Education,54287481.72,54287481.72,54287481.72,54287481.72,completed,2024-04-09,2024-04-24,2025-04-09,2024-11-10,100.0,21.2867,77.7453,REAL_MPLADS
PRJ-2026-0879,Roads & Pathways Work 880,Construction and development of roads & pathways facilities.,440,439,5,439,439,Roads & Pathways,81007985.75,81007985.75,0.0,0.0,recommended,2024-01-23,,2025-01-22,,0.0,27.8396,77.4315,REAL_MPLADS
PRJ-2026-0880,Education Work 881,Construction and development of education facilities.,440,439,5,439,439,Education,65992014.25,65992014.25,65992014.25,65992014.25,completed,2024-04-04,2024-04-20,2025-04-04,2024-11-06,100.0,18.1833,81.5848,REAL_MPLADS
PRJ-2026-0881,Infrastructure Work 882,Construction and development of infrastructure facilities.,441,440,21,440,440,Infrastructure,83707521.35,83707521.35,0.0,0.0,recommended,2024-04-22,,2025-04-22,,0.0,18.6973,85.4701,REAL_MPLADS
PRJ-2026-0882,Education Work 883,Construction and development of education facilities.,441,440,21,440,440,Education,63292478.650000006,63292478.650000006,0.0,0.0,sanctioned,2024-03-02,2024-03-15,2025-03-02,,0.0,22.9683,79.387,REAL_MPLADS
PRJ-2026-0883,Education Work 884,Construction and development of education facilities.,442,441,6,441,441,Education,71817072.87,71817072.87,0.0,0.0,recommended,2024-03-24,,2025-03-24,,0.0,22.0427,86.3821,REAL_MPLADS
PRJ-2026-0884,Water & Sanitation Work 885,Construction and development of water & sanitation facilities.,442,441,6,441,441,Water & Sanitation,92857697.24000001,92857697.24000001,0.0,0.0,recommended,2024-03-09,,2025-03-09,,0.0,27.5188,73.6457,REAL_MPLADS
PRJ-2026-0885,Water & Sanitation Work 886,Construction and development of water & sanitation facilities.,443,442,14,442,442,Water & Sanitation,90241193.55,90241193.55,90241193.55,90241193.55,completed,2024-03-26,2024-04-10,2025-03-26,2024-10-27,100.0,19.0307,81.3163,REAL_MPLADS
PRJ-2026-0886,Water & Sanitation Work 887,Construction and development of water & sanitation facilities.,443,442,14,442,442,Water & Sanitation,56758806.45,56758806.45,39731164.515,37744606.29,ongoing,2024-02-23,2024-03-13,2025-02-22,,2.14,21.8797,77.2211,REAL_MPLADS
PRJ-2026-0887,Roads & Pathways Work 888,Construction and development of roads & pathways facilities.,444,443,17,443,443,Roads & Pathways,69366888.02,69366888.02,48556821.61399999,34956055.88,stalled,2024-03-14,2024-03-24,2025-03-14,,71.99,19.2835,85.1302,REAL_MPLADS
PRJ-2026-0888,Roads & Pathways Work 889,Construction and development of roads & pathways facilities.,444,443,17,443,443,Roads & Pathways,77633111.98,77633111.98,77633111.98,77633111.98,completed,2024-03-08,2024-03-23,2025-03-08,2024-10-09,100.0,27.2172,74.5159,REAL_MPLADS
PRJ-2026-0889,Water & Sanitation Work 890,Construction and development of water & sanitation facilities.,445,444,4,444,444,Water & Sanitation,122710112.58,122710112.58,85897078.806,71925547.27,ongoing,2024-02-21,2024-03-06,2025-02-20,,89.13,18.6478,79.3625,REAL_MPLADS
PRJ-2026-0890,Healthcare Work 891,Construction and development of healthcare facilities.,445,444,4,444,444,Healthcare,78037251.42,78037251.42,0.0,0.0,recommended,2024-01-17,,2025-01-16,,0.0,25.9654,87.871,REAL_MPLADS
PRJ-2026-0891,Water & Sanitation Work 892,Construction and development of water & sanitation facilities.,446,445,13,445,445,Water & Sanitation,96712853.14,96712853.14,96712853.14,91877210.48,ongoing,2024-04-15,2024-05-14,2025-04-15,,2.73,20.4883,72.8789,REAL_MPLADS
PRJ-2026-0892,Roads & Pathways Work 893,Construction and development of roads & pathways facilities.,446,445,13,445,445,Roads & Pathways,50287146.86,50287146.86,50287146.86,47772789.52,ongoing,2024-02-27,2024-03-26,2025-02-26,,7.43,17.6797,76.8929,REAL_MPLADS
PRJ-2026-0893,Water & Sanitation Work 894,Construction and development of water & sanitation facilities.,447,446,12,446,446,Water & Sanitation,54720413.09,54720413.09,0.0,0.0,recommended,2024-01-15,,2025-01-14,,0.0,18.4275,87.0097,REAL_MPLADS
PRJ-2026-0894,Infrastructure Work 895,Construction and development of infrastructure facilities.,447,446,12,446,446,Infrastructure,92279586.91,92279586.91,92279586.91,92279586.91,completed,2024-02-24,2024-03-10,2025-02-23,2024-09-26,100.0,18.5519,82.8968,REAL_MPLADS
PRJ-2026-0895,Roads & Pathways Work 896,Construction and development of roads & pathways facilities.,448,447,6,447,447,Roads & Pathways,101638972.47,101638972.47,101638972.47,101638972.47,completed,2024-02-12,2024-02-26,2025-02-11,2024-09-13,100.0,18.9175,74.4383,REAL_MPLADS
PRJ-2026-0896,Water & Sanitation Work 897,Construction and development of water & sanitation facilities.,448,447,6,447,447,Water & Sanitation,60538287.640000015,60538287.640000015,60538287.640000015,60538287.640000015,completed,2024-01-20,2024-02-11,2025-01-19,2024-08-29,100.0,18.6327,73.8304,REAL_MPLADS
PRJ-2026-0897,Education Work 898,Construction and development of education facilities.,449,448,3,448,448,Education,44683317.29,44683317.29,0.0,0.0,ongoing,2024-02-10,2024-03-08,2025-02-09,,7.35,18.7097,81.1997,REAL_MPLADS
PRJ-2026-0898,Water & Sanitation Work 899,Construction and development of water & sanitation facilities.,449,448,3,448,448,Water & Sanitation,102316682.71000001,102316682.71000001,71621677.897,35939757.97,stalled,2024-01-18,2024-01-28,2025-01-17,,50.18,24.3549,77.615,REAL_MPLADS
PRJ-2026-0899,Water & Sanitation Work 900,Construction and development of water & sanitation facilities.,450,449,14,449,449,Water & Sanitation,103050251.11,103050251.11,0.0,0.0,sanctioned,2024-03-20,2024-04-02,2025-03-20,,0.0,22.9517,85.4153,REAL_MPLADS
PRJ-2026-0900,Education Work 901,Construction and development of education facilities.,450,449,14,449,449,Education,70046505.8,70046505.8,70046505.8,70046505.8,completed,2024-03-21,2024-04-13,2025-03-21,2024-10-30,100.0,27.6197,83.1247,REAL_MPLADS
PRJ-2026-0901,Infrastructure Work 902,Construction and development of infrastructure facilities.,451,450,2,450,450,Infrastructure,77435509.23,77435509.23,54204856.461,36985576.66,ongoing,2024-04-16,2024-04-28,2025-04-16,,70.31,19.2984,79.5007,REAL_MPLADS
PRJ-2026-0902,Water & Sanitation Work 903,Construction and development of water & sanitation facilities.,451,450,2,450,450,Water & Sanitation,69564490.77,69564490.77,69564490.77,69564490.77,completed,2024-02-03,2024-02-27,2025-02-02,2024-09-14,100.0,23.8999,81.7332,REAL_MPLADS
PRJ-2026-0903,Healthcare Work 904,Construction and development of healthcare facilities.,452,451,4,451,451,Healthcare,77407406.55,77407406.55,0.0,0.0,recommended,2024-04-12,,2025-04-12,,0.0,22.9412,78.7771,REAL_MPLADS
PRJ-2026-0904,Education Work 905,Construction and development of education facilities.,452,451,4,451,451,Education,69592593.45,69592593.45,48714815.415,21234788.04,stalled,2024-03-19,2024-04-03,2025-03-19,,43.59,20.282,87.2158,REAL_MPLADS
PRJ-2026-0905,Infrastructure Work 906,Construction and development of infrastructure facilities.,453,452,15,452,452,Infrastructure,82211895.85,82211895.85,57548327.09499999,51669678.33,ongoing,2024-02-23,2024-03-05,2025-02-22,,82.46,20.2488,72.368,REAL_MPLADS
PRJ-2026-0906,Water & Sanitation Work 907,Construction and development of water & sanitation facilities.,453,452,15,452,452,Water & Sanitation,76837388.26000002,76837388.26000002,76837388.26000002,76837388.26000002,completed,2024-03-01,2024-03-12,2025-03-01,2024-09-28,100.0,19.6457,85.6576,REAL_MPLADS
PRJ-2026-0907,Infrastructure Work 908,Construction and development of infrastructure facilities.,454,453,6,453,453,Infrastructure,53928977.4,53928977.4,37750284.18,22895547.36,stalled,2024-04-20,2024-05-18,2025-04-20,,60.65,25.2918,79.6894,REAL_MPLADS
PRJ-2026-0908,Roads & Pathways Work 909,Construction and development of roads & pathways facilities.,454,453,6,453,453,Roads & Pathways,93071022.6,93071022.6,65149715.81999999,61892230.03,ongoing,2024-02-08,2024-02-20,2025-02-07,,2.88,25.0302,73.7395,REAL_MPLADS
PRJ-2026-0909,Education Work 910,Construction and development of education facilities.,455,454,21,454,454,Education,81837625.91,81837625.91,0.0,0.0,recommended,2024-04-06,,2025-04-06,,0.0,18.5807,75.9475,REAL_MPLADS
PRJ-2026-0910,Water & Sanitation Work 911,Construction and development of water & sanitation facilities.,455,454,21,454,454,Water & Sanitation,65162374.09,65162374.09,65162374.09,65162374.09,completed,2024-01-17,2024-02-05,2025-01-16,2024-08-23,100.0,17.7466,75.3472,REAL_MPLADS
PRJ-2026-0911,Healthcare Work 912,Construction and development of healthcare facilities.,456,455,6,455,455,Healthcare,66004700.8,66004700.8,0.0,0.0,recommended,2024-02-03,,2025-02-02,,0.0,22.8009,82.716,REAL_MPLADS
PRJ-2026-0912,Healthcare Work 913,Construction and development of healthcare facilities.,456,455,6,455,455,Healthcare,80995299.2,80995299.2,56696709.44,28004009.58,ongoing,2024-04-16,2024-05-05,2025-04-16,,53.03,19.9433,72.0697,REAL_MPLADS
PRJ-2026-0913,Education Work 914,Construction and development of education facilities.,457,456,5,456,456,Education,81632734.86,81632734.86,57142914.401999995,36893063.41,ongoing,2024-01-31,2024-02-12,2025-01-30,,60.78,25.6399,83.3832,REAL_MPLADS
PRJ-2026-0914,Roads & Pathways Work 915,Construction and development of roads & pathways facilities.,457,456,5,456,456,Roads & Pathways,80437541.25000001,80437541.25000001,56306278.87500001,39178358.68,ongoing,2024-04-22,2024-05-13,2025-04-22,,64.53,19.1236,82.8979,REAL_MPLADS
PRJ-2026-0915,Water & Sanitation Work 916,Construction and development of water & sanitation facilities.,458,457,6,457,457,Water & Sanitation,59963119.34,59963119.34,0.0,0.0,sanctioned,2024-01-20,2024-02-09,2025-01-19,,0.0,23.8031,86.2073,REAL_MPLADS
PRJ-2026-0916,Infrastructure Work 917,Construction and development of infrastructure facilities.,458,457,6,457,457,Infrastructure,111514874.77000001,111514874.77000001,111514874.77000001,111514874.77000001,completed,2024-04-12,2024-05-10,2025-04-12,2024-11-26,100.0,21.6036,87.0857,REAL_MPLADS
PRJ-2026-0917,Roads & Pathways Work 918,Construction and development of roads & pathways facilities.,459,458,12,458,458,Roads & Pathways,63981158.45,63981158.45,44786810.915,30593870.54,stalled,2024-04-13,2024-05-07,2025-04-13,,68.31,24.4222,72.4766,REAL_MPLADS
PRJ-2026-0918,Water & Sanitation Work 919,Construction and development of water & sanitation facilities.,459,458,12,458,458,Water & Sanitation,83018841.55,83018841.55,83018841.55,83018841.55,completed,2024-02-11,2024-03-02,2025-02-10,2024-09-18,100.0,19.1942,80.2171,REAL_MPLADS
PRJ-2026-0919,Water & Sanitation Work 920,Construction and development of water & sanitation facilities.,460,459,6,459,459,Water & Sanitation,47614063.13,47614063.13,47614063.13,47614063.13,completed,2024-02-15,2024-03-01,2025-02-14,2024-09-17,100.0,17.018,79.7944,REAL_MPLADS
PRJ-2026-0920,Water & Sanitation Work 921,Construction and development of water & sanitation facilities.,460,459,6,459,459,Water & Sanitation,109140569.98000002,109140569.98000002,76398398.986,34127164.83,stalled,2024-04-07,2024-04-24,2025-04-07,,44.67,19.7969,75.0973,REAL_MPLADS
PRJ-2026-0921,Education Work 922,Construction and development of education facilities.,461,460,10,460,460,Education,80730765.26,80730765.26,0.0,0.0,sanctioned,2024-04-02,2024-04-12,2025-04-02,,0.0,24.1446,75.9283,REAL_MPLADS
PRJ-2026-0922,Education Work 923,Construction and development of education facilities.,461,460,10,460,460,Education,66269234.739999995,66269234.739999995,46388464.317999996,15696577.89,ongoing,2024-02-06,2024-02-27,2025-02-05,,30.93,20.1016,86.9437,REAL_MPLADS
PRJ-2026-0923,Roads & Pathways Work 924,Construction and development of roads & pathways facilities.,462,461,5,461,461,Roads & Pathways,98768372.51,98768372.51,98768372.51,98768372.51,completed,2024-03-11,2024-03-25,2025-03-11,2024-10-11,100.0,18.5616,75.1394,REAL_MPLADS
PRJ-2026-0924,Infrastructure Work 925,Construction and development of infrastructure facilities.,462,461,5,461,461,Infrastructure,48231627.489999995,48231627.489999995,33762139.24299999,13484598.41,stalled,2024-03-30,2024-04-11,2025-03-30,,39.94,25.6632,75.6601,REAL_MPLADS
PRJ-2026-0925,Education Work 926,Construction and development of education facilities.,463,462,4,462,462,Education,67828678.42,67828678.42,47480074.894,30824064.62,stalled,2024-03-07,2024-03-18,2025-03-07,,64.92,25.7966,85.4496,REAL_MPLADS
PRJ-2026-0926,Infrastructure Work 927,Construction and development of infrastructure facilities.,463,462,4,462,462,Infrastructure,79171321.58,79171321.58,79171321.58,79171321.58,completed,2024-02-23,2024-03-05,2025-02-22,2024-09-21,100.0,20.1987,75.5792,REAL_MPLADS
PRJ-2026-0927,Water & Sanitation Work 928,Construction and development of water & sanitation facilities.,464,463,9,463,463,Water & Sanitation,92423328.49,92423328.49,64696329.94299999,24733406.94,stalled,2024-03-03,2024-03-24,2025-03-03,,38.23,21.2112,83.6886,REAL_MPLADS
PRJ-2026-0928,Water & Sanitation Work 929,Construction and development of water & sanitation facilities.,464,463,9,463,463,Water & Sanitation,56564686.34000002,56564686.34000002,56564686.34000002,56564686.34000002,completed,2024-04-07,2024-04-21,2025-04-07,2024-11-07,100.0,27.7728,82.6149,REAL_MPLADS
PRJ-2026-0929,Roads & Pathways Work 930,Construction and development of roads & pathways facilities.,465,464,6,464,464,Roads & Pathways,93273917.35,93273917.35,93273917.35,93273917.35,completed,2024-01-15,2024-01-28,2025-01-14,2024-08-15,100.0,19.3997,76.8202,REAL_MPLADS
PRJ-2026-0930,Healthcare Work 931,Construction and development of healthcare facilities.,465,464,6,464,464,Healthcare,79155601.76000002,79155601.76000002,55408921.23200001,22742114.29,ongoing,2024-03-28,2024-04-24,2025-03-28,,40.94,26.1233,79.499,REAL_MPLADS
PRJ-2026-0931,Healthcare Work 932,Construction and development of healthcare facilities.,466,465,30,465,465,Healthcare,61257549.34,61257549.34,42880284.538,9699520.36,stalled,2024-04-24,2024-05-23,2025-04-24,,22.62,26.9212,82.5294,REAL_MPLADS
PRJ-2026-0932,Water & Sanitation Work 933,Construction and development of water & sanitation facilities.,466,465,30,465,465,Water & Sanitation,85742450.66,85742450.66,60019715.46199999,24542061.65,stalled,2024-02-26,2024-03-19,2025-02-25,,40.89,23.6735,79.5022,REAL_MPLADS
PRJ-2026-0933,Water & Sanitation Work 934,Construction and development of water & sanitation facilities.,467,466,15,466,466,Water & Sanitation,82183709.88,82183709.88,57528596.91599999,14658286.49,stalled,2024-02-02,2024-03-01,2025-02-01,,25.48,25.6215,76.9515,REAL_MPLADS
PRJ-2026-0934,Education Work 935,Construction and development of education facilities.,467,466,15,466,466,Education,89316290.12,89316290.12,62521403.084,47378719.26,stalled,2024-03-12,2024-03-25,2025-03-12,,75.78,27.3108,86.5079,REAL_MPLADS
PRJ-2026-0935,Infrastructure Work 936,Construction and development of infrastructure facilities.,468,467,1,467,467,Infrastructure,73702955.94,73702955.94,0.0,0.0,sanctioned,2024-01-20,2024-02-07,2025-01-19,,0.0,27.9541,77.1018,REAL_MPLADS
PRJ-2026-0936,Education Work 937,Construction and development of education facilities.,468,467,1,467,467,Education,73297044.06,73297044.06,51307930.842,35121059.0,ongoing,2024-01-29,2024-02-24,2025-01-28,,75.43,22.4254,85.6476,REAL_MPLADS
PRJ-2026-0937,Healthcare Work 938,Construction and development of healthcare facilities.,469,468,1,468,468,Healthcare,102884135.9,102884135.9,0.0,0.0,recommended,2024-02-27,,2025-02-26,,0.0,26.4417,81.184,REAL_MPLADS
PRJ-2026-0938,Water & Sanitation Work 939,Construction and development of water & sanitation facilities.,469,468,1,468,468,Water & Sanitation,44115864.099999994,44115864.099999994,30881104.869999994,29337049.63,ongoing,2024-02-18,2024-03-09,2025-02-17,,3.06,18.2528,73.2467,REAL_MPLADS
PRJ-2026-0939,Water & Sanitation Work 940,Construction and development of water & sanitation facilities.,470,469,26,469,469,Water & Sanitation,53558615.3,53558615.3,0.0,0.0,recommended,2024-04-19,,2025-04-19,,0.0,20.2212,75.4825,REAL_MPLADS
PRJ-2026-0940,Roads & Pathways Work 941,Construction and development of roads & pathways facilities.,470,469,26,469,469,Roads & Pathways,93441384.7,93441384.7,65408969.29,25021767.49,ongoing,2024-04-23,2024-05-14,2025-04-23,,39.41,17.1897,73.9254,REAL_MPLADS
PRJ-2026-0941,Education Work 942,Construction and development of education facilities.,471,470,1,470,470,Education,93215320.77,93215320.77,65250724.53899999,13800800.22,ongoing,2024-01-20,2024-02-18,2025-01-19,,19.8,17.1556,84.5126,REAL_MPLADS
PRJ-2026-0942,Water & Sanitation Work 943,Construction and development of water & sanitation facilities.,471,470,1,470,470,Water & Sanitation,53784679.230000004,53784679.230000004,37649275.461,26666267.87,ongoing,2024-04-11,2024-05-01,2025-04-11,,67.7,24.7999,85.7405,REAL_MPLADS
PRJ-2026-0943,Water & Sanitation Work 944,Construction and development of water & sanitation facilities.,472,471,1,471,471,Water & Sanitation,92093958.95,92093958.95,64465771.265,34396054.38,ongoing,2024-01-15,2024-02-03,2025-01-14,,50.21,17.2523,80.7247,REAL_MPLADS
PRJ-2026-0944,Healthcare Work 945,Construction and development of healthcare facilities.,472,471,1,471,471,Healthcare,54906041.05,54906041.05,0.0,0.0,recommended,2024-04-05,,2025-04-05,,0.0,24.3112,81.5121,REAL_MPLADS
PRJ-2026-0945,Roads & Pathways Work 946,Construction and development of roads & pathways facilities.,473,472,11,472,472,Roads & Pathways,88016029.51,88016029.51,0.0,0.0,recommended,2024-03-08,,2025-03-08,,0.0,26.423,86.6273,REAL_MPLADS
PRJ-2026-0946,Healthcare Work 947,Construction and development of healthcare facilities.,473,472,11,472,472,Healthcare,71848002.98,71848002.98,0.0,0.0,sanctioned,2024-03-27,2024-04-10,2025-03-27,,0.0,22.1705,80.6511,REAL_MPLADS
PRJ-2026-0947,Healthcare Work 948,Construction and development of healthcare facilities.,474,473,4,473,473,Healthcare,18324237.34,18324237.34,0.0,0.0,recommended,2024-03-21,,2025-03-21,,0.0,20.407,80.2914,REAL_MPLADS
PRJ-2026-0948,Education Work 949,Construction and development of education facilities.,474,473,4,473,473,Education,30675762.66,30675762.66,30675762.66,30675762.66,completed,2024-04-16,2024-04-29,2025-04-16,2024-11-15,100.0,24.9022,78.9166,REAL_MPLADS
PRJ-2026-0949,Education Work 950,Construction and development of education facilities.,475,474,1,474,474,Education,96606078.62,96606078.62,67624255.034,38751655.89,ongoing,2024-02-10,2024-03-06,2025-02-09,,52.88,17.8522,87.6371,REAL_MPLADS
PRJ-2026-0950,Education Work 951,Construction and development of education facilities.,475,474,1,474,474,Education,51501294.49000001,51501294.49000001,36050906.14300001,26562307.65,stalled,2024-02-26,2024-03-16,2025-02-25,,73.68,23.5125,81.0364,REAL_MPLADS
PRJ-2026-0951,Healthcare Work 952,Construction and development of healthcare facilities.,476,475,5,475,475,Healthcare,48849117.44,48849117.44,0.0,0.0,recommended,2024-01-31,,2025-01-30,,0.0,20.9636,73.89,REAL_MPLADS
PRJ-2026-0952,Water & Sanitation Work 953,Construction and development of water & sanitation facilities.,476,475,5,475,475,Water & Sanitation,98150882.56,98150882.56,68705617.792,49076422.79,stalled,2024-03-16,2024-04-08,2025-03-16,,71.43,22.1551,73.4859,REAL_MPLADS
PRJ-2026-0953,Healthcare Work 954,Construction and development of healthcare facilities.,477,476,14,476,476,Healthcare,80240280.65,80240280.65,56168196.455,27191023.9,stalled,2024-03-11,2024-03-21,2025-03-11,,48.41,27.6676,85.9743,REAL_MPLADS
PRJ-2026-0954,Infrastructure Work 955,Construction and development of infrastructure facilities.,477,476,14,476,476,Infrastructure,67180580.75999999,67180580.75999999,67180580.75999999,33590290.38,stalled,2024-02-27,2024-03-10,2025-02-26,,30.37,18.2982,78.1649,REAL_MPLADS
PRJ-2026-0955,Education Work 956,Construction and development of education facilities.,478,477,5,477,477,Education,94980625.5,94980625.5,66486437.849999994,28575870.99,stalled,2024-04-02,2024-04-30,2025-04-02,,42.98,26.1553,86.6284,REAL_MPLADS
PRJ-2026-0956,Education Work 957,Construction and development of education facilities.,478,477,5,477,477,Education,97061843.61000001,97061843.61000001,0.0,0.0,sanctioned,2024-02-21,2024-03-05,2025-02-20,,0.0,27.9293,73.6733,REAL_MPLADS
PRJ-2026-0957,Healthcare Work 958,Construction and development of healthcare facilities.,479,478,13,478,478,Healthcare,56790780.77,56790780.77,39753546.539,18790445.92,ongoing,2024-01-16,2024-02-09,2025-01-15,,45.95,27.2004,72.5922,REAL_MPLADS
PRJ-2026-0958,Education Work 959,Construction and development of education facilities.,479,478,13,478,478,Education,102985201.61999997,102985201.61999997,0.0,0.0,recommended,2024-02-17,,2025-02-16,,0.0,26.8138,78.5166,REAL_MPLADS
PRJ-2026-0959,Water & Sanitation Work 960,Construction and development of water & sanitation facilities.,480,479,5,479,479,Water & Sanitation,45228493.39,45228493.39,31659945.373,6563106.68,stalled,2024-04-12,2024-05-10,2025-04-12,,20.73,21.4124,83.842,REAL_MPLADS
PRJ-2026-0960,Infrastructure Work 961,Construction and development of infrastructure facilities.,480,479,5,479,479,Infrastructure,101771506.61,101771506.61,101771506.61,101771506.61,completed,2024-04-03,2024-04-13,2025-04-03,2024-10-30,100.0,26.2537,83.5451,REAL_MPLADS
PRJ-2026-0961,Education Work 962,Construction and development of education facilities.,481,480,9,480,480,Education,81928289.87,81928289.87,0.0,0.0,recommended,2024-03-04,,2025-03-04,,0.0,27.5376,79.9719,REAL_MPLADS
PRJ-2026-0962,Water & Sanitation Work 963,Construction and development of water & sanitation facilities.,481,480,9,480,480,Water & Sanitation,68796571.24000001,68796571.24000001,0.0,0.0,sanctioned,2024-02-16,2024-03-11,2025-02-15,,0.0,18.0387,85.7378,REAL_MPLADS
PRJ-2026-0963,Infrastructure Work 964,Construction and development of infrastructure facilities.,482,481,22,481,481,Infrastructure,57228050.24,57228050.24,40059635.168,31576579.76,ongoing,2024-04-03,2024-04-23,2025-04-03,,76.74,21.7361,84.6269,REAL_MPLADS
PRJ-2026-0964,Healthcare Work 965,Construction and development of healthcare facilities.,482,481,22,481,481,Healthcare,89771949.75999999,89771949.75999999,62840364.83199999,11213162.25,ongoing,2024-01-24,2024-02-07,2025-01-23,,19.76,23.9313,87.5304,REAL_MPLADS
PRJ-2026-0965,Roads & Pathways Work 966,Construction and development of roads & pathways facilities.,483,482,1,482,482,Roads & Pathways,88872069.95,88872069.95,0.0,0.0,recommended,2024-02-26,,2025-02-25,,0.0,24.2648,76.1799,REAL_MPLADS
PRJ-2026-0966,Water & Sanitation Work 967,Construction and development of water & sanitation facilities.,483,482,1,482,482,Water & Sanitation,64240516.16000001,64240516.16000001,64240516.16000001,64240516.16000001,completed,2024-02-28,2024-03-17,2025-02-27,2024-10-03,100.0,21.5805,83.9797,REAL_MPLADS
PRJ-2026-0967,Water & Sanitation Work 968,Construction and development of water & sanitation facilities.,484,483,15,483,483,Water & Sanitation,65006165.3,65006165.3,0.0,0.0,recommended,2024-03-30,,2025-03-30,,0.0,24.9439,77.7866,REAL_MPLADS
PRJ-2026-0968,Water & Sanitation Work 969,Construction and development of water & sanitation facilities.,484,483,15,483,483,Water & Sanitation,81993834.7,81993834.7,57395684.29,15135241.95,stalled,2024-03-07,2024-03-30,2025-03-07,,26.37,22.1445,72.3845,REAL_MPLADS
PRJ-2026-0969,Education Work 970,Construction and development of education facilities.,485,484,4,484,484,Education,81265287.26,81265287.26,56885701.082,42254698.76,stalled,2024-02-22,2024-03-07,2025-02-21,,74.28,18.1747,80.6111,REAL_MPLADS
PRJ-2026-0970,Infrastructure Work 971,Construction and development of infrastructure facilities.,485,484,4,484,484,Infrastructure,65734712.739999995,65734712.739999995,46014298.91799999,26462823.31,stalled,2024-04-01,2024-04-28,2025-04-01,,57.51,19.6027,76.5755,REAL_MPLADS
PRJ-2026-0971,Healthcare Work 972,Construction and development of healthcare facilities.,486,485,9,485,485,Healthcare,48171287.48,48171287.48,0.0,0.0,recommended,2024-01-26,,2025-01-25,,0.0,17.9184,76.8892,REAL_MPLADS
