Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,released_amount_imputed
1492,WE10392,Kolkata Constituency,Kolkata,West Bengal,300000,150000.0,68913.63,ongoing,545,2023-05-08,2024-11-03,,Rural Dev Dept,school,26.1,synthetic,sample_projects_synthetic.csv,False
1493,BI09458,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,500000.0,254392.15,ongoing,90,2023-04-05,2023-07-04,,Jal Nigam,irrigation,85.2,synthetic,sample_projects_synthetic.csv,False
1494,BI10269,Gaya Constituency,Gaya,Bihar,300000,300000.0,228867.56,completed,365,2023-02-09,2024-02-09,2024-05-22,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1496,UT09358,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,750000.0,301074.64,completed,545,2024-06-09,2025-12-06,2026-02-28,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1497,AN10005,Krishna Constituency,Krishna,Andhra Pradesh,750000,375000.0,266693.84,ongoing,730,2024-06-05,2026-06-05,,PWD,school,89.3,synthetic,sample_projects_synthetic.csv,False
1498,KA10008,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,108000.0,completed,365,2023-07-26,2024-07-25,2024-12-21,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1500,MA10219,Pune Constituency,Pune,Maharashtra,2000000,1000000.0,876379.08,completed,365,2024-07-27,2025-07-27,2026-01-01,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1501,AN09645,Krishna Constituency,Krishna,Andhra Pradesh,1500000,0.0,0.0,recommended,545,2023-09-13,2025-03-11,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1502,MA10124,Pune Constituency,Pune,Maharashtra,500000,500000.0,295826.27,stalled,270,2023-01-03,2023-09-30,,Rural Dev Dept,school,29.4,synthetic,sample_projects_synthetic.csv,False
1503,KE09841,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,1320000.0,ongoing,545,2023-11-28,2025-05-26,,Zilla Parishad,irrigation,64.0,synthetic,sample_projects_synthetic.csv,False
1504,AN10276,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,279539.9,completed,365,2023-03-16,2024-03-15,2024-09-15,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1505,UT10045,Varanasi Constituency,Varanasi,Uttar Pradesh,1000000,1000000.0,641269.24,stalled,365,2024-11-24,2025-11-24,,Jal Nigam,irrigation,86.0,synthetic,sample_projects_synthetic.csv,False
1506,TA10449,Coimbatore Constituency,Coimbatore,Tamil Nadu,1000000,1000000.0,616031.9,ongoing,180,2023-11-12,2024-05-10,,Zilla Parishad,school,77.8,synthetic,sample_projects_synthetic.csv,False
1508,TA10481,Madurai Constituency,Madurai,Tamil Nadu,750000,375000.0,153750.0,stalled,545,2023-07-06,2025-01-01,,Jal Nigam,irrigation,14.6,synthetic,sample_projects_synthetic.csv,False
1510,AN09485,Krishna Constituency,Krishna,Andhra Pradesh,750000,750000.0,504753.22,stalled,545,2023-11-01,2025-04-29,,Zilla Parishad,community hall,51.9,synthetic,sample_projects_synthetic.csv,False
1513,BI10157,Muzaffarpur Constituency,Muzaffarpur,Bihar,500000,500000.0,400603.84,ongoing,545,2024-03-03,2025-08-30,,Rural Dev Dept,school,60.2,synthetic,sample_projects_synthetic.csv,False
1514,RA10385,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,700000.0,437892.65,stalled,545,2024-11-15,2026-05-14,,Rural Dev Dept,electricity,43.3,synthetic,sample_projects_synthetic.csv,True
1515,KA09657,Mysuru Constituency,Mysuru,Karnataka,300000,300000.0,150000.0,stalled,365,2023-10-06,2024-10-05,,Zilla Parishad,road,12.9,synthetic,sample_projects_synthetic.csv,False
1517,BI09489,Patna Constituency,Patna,Bihar,1500000,1050000.0,882000.0,stalled,90,2023-05-24,2023-08-22,,Rural Dev Dept,drinking water,90.4,synthetic,sample_projects_synthetic.csv,True
1518,AN10148,Guntur Constituency,Guntur,Andhra Pradesh,1500000,1500000.0,1361722.26,ongoing,365,2024-08-06,2025-08-06,,PWD,electricity,35.9,synthetic,sample_projects_synthetic.csv,False
1519,RA09249,Jodhpur Constituency,Jodhpur,Rajasthan,500000,0.0,0.0,recommended,90,2024-04-25,2024-07-24,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
1520,BI09504,Gaya Constituency,Gaya,Bihar,300000,150000.0,120000.0,sanctioned,365,2023-10-06,2024-10-05,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,False
1522,WE09283,Kolkata Constituency,Kolkata,West Bengal,750000,750000.0,585706.18,ongoing,730,2024-01-29,2026-01-28,,PWD,irrigation,12.2,synthetic,sample_projects_synthetic.csv,False
1523,AN10414,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,1500000.0,1447689.85,completed,180,2024-09-10,2025-03-09,2025-03-31,Rural Dev Dept,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1524,WE09395,Kolkata Constituency,Kolkata,West Bengal,200000,100000.0,74426.75,stalled,545,2024-06-07,2025-12-04,,Rural Dev Dept,road,17.0,synthetic,sample_projects_synthetic.csv,False
1525,MA09885,Pune Constituency,Pune,Maharashtra,1500000,750000.0,412500.0,completed,180,2024-07-02,2024-12-29,2025-01-15,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1526,BI09901,Gaya Constituency,Gaya,Bihar,200000,200000.0,152983.33,ongoing,270,2023-04-20,2024-01-15,,Rural Dev Dept,school,60.7,synthetic,sample_projects_synthetic.csv,False
1527,BI09698,Patna Constituency,Patna,Bihar,1000000,1000000.0,670366.62,sanctioned,730,2024-01-05,2026-01-04,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
1528,WE09967,Howrah Constituency,Howrah,West Bengal,750000,750000.0,700744.68,completed,545,2024-01-12,2025-07-10,2025-09-06,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1529,AN10416,Krishna Constituency,Krishna,Andhra Pradesh,750000,0.0,0.0,recommended,270,2023-07-06,2024-04-01,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
1530,KE09826,Ernakulam Constituency,Ernakulam,Kerala,200000,100000.0,78595.69,sanctioned,270,2023-11-01,2024-07-28,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,False
1531,UT09607,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,141000.0,ongoing,90,2024-09-18,2024-12-17,,Rural Dev Dept,sanitation,90.2,synthetic,sample_projects_synthetic.csv,False
1532,UT10294,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,150000.0,79970.16,completed,90,2023-10-19,2024-01-17,2024-03-18,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1533,BI09983,Patna Constituency,Patna,Bihar,750000,0.0,0.0,recommended,545,2024-01-30,2025-07-28,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
1534,BI09816,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,150000.0,135298.3,stalled,545,2023-12-18,2025-06-15,,PWD,school,93.8,synthetic,sample_projects_synthetic.csv,False
1535,BI10012,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,0.0,recommended,730,2023-01-22,2025-01-21,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,False
1538,WE09830,Howrah Constituency,Howrah,West Bengal,300000,210000.0,130536.36,completed,545,2023-12-26,2025-06-23,2025-07-06,PWD,school,100.0,synthetic,sample_projects_synthetic.csv,True
1539,RA09872,Jaipur Constituency,Jaipur,Rajasthan,1000000,500000.0,437460.39,sanctioned,180,2024-03-25,2024-09-21,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,False
1540,MA10001,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,317976.22,completed,90,2024-02-25,2024-05-25,2024-07-05,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1541,UT10375,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,100000.0,52000.0,ongoing,730,2023-08-09,2025-08-08,,Zilla Parishad,school,43.4,synthetic,sample_projects_synthetic.csv,False
1545,KA10418,Mysuru Constituency,Mysuru,Karnataka,200000,0.0,0.0,recommended,180,2023-03-13,2023-09-09,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
1547,BI10059,Patna Constituency,Patna,Bihar,1000000,0.0,0.0,recommended,730,2024-09-09,2026-09-09,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
1548,KA09735,Mysuru Constituency,Mysuru,Karnataka,1000000,1000000.0,555123.59,sanctioned,365,2023-08-12,2024-08-11,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1550,BI09812,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,80000.0,ongoing,545,2023-01-24,2024-07-22,,PWD,school,88.0,synthetic,sample_projects_synthetic.csv,False
1552,UT09904,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,200000,0.0,0.0,recommended,545,2024-08-15,2026-02-11,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,False
1553,AN09061,Guntur Constituency,Guntur,Andhra Pradesh,2000000,1000000.0,740053.08,completed,730,2024-05-24,2026-05-24,2026-10-02,Zilla Parishad,school,100.0,synthetic,sample_projects_synthetic.csv,False
1554,BI09676,Patna Constituency,Patna,Bihar,300000,300000.0,275658.8,completed,270,2024-02-16,2024-11-12,2025-01-27,Jal Nigam,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1555,MA09923,Nagpur Constituency,Nagpur,Maharashtra,300000,300000.0,207376.93,sanctioned,270,2023-05-22,2024-02-16,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,False
1556,TA09460,Chennai Constituency,Chennai,Tamil Nadu,2000000,1000000.0,828163.28,stalled,730,2023-02-06,2025-02-05,,Zilla Parishad,school,82.7,synthetic,sample_projects_synthetic.csv,False
1557,KA10479,Mysuru Constituency,Mysuru,Karnataka,200000,0.0,0.0,recommended,730,2023-10-05,2025-10-04,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1558,MA09948,Pune Constituency,Pune,Maharashtra,500000,250000.0,163092.51,stalled,545,2024-07-26,2026-01-22,,Rural Dev Dept,electricity,78.6,synthetic,sample_projects_synthetic.csv,False
1559,WE10337,Kolkata Constituency,Kolkata,West Bengal,300000,150000.0,122350.27,stalled,365,2023-04-17,2024-04-16,,PWD,school,94.0,synthetic,sample_projects_synthetic.csv,False
1562,KE09562,Kozhikode Constituency,Kozhikode,Kerala,2000000,1000000.0,522528.09,completed,270,2023-06-06,2024-03-02,2024-09-06,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1563,KA09721,Mysuru Constituency,Mysuru,Karnataka,300000,300000.0,223573.4,stalled,730,2023-08-29,2025-08-28,,PWD,sanitation,67.3,synthetic,sample_projects_synthetic.csv,False
1565,BI09539,Gaya Constituency,Gaya,Bihar,200000,200000.0,187896.67,ongoing,180,2023-03-28,2023-09-24,,Rural Dev Dept,drinking water,55.9,synthetic,sample_projects_synthetic.csv,False
1566,KA10296,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,300000,0.0,0.0,recommended,90,2023-05-04,2023-08-02,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1567,AN09037,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1122373.0,sanctioned,90,2024-11-07,2025-02-05,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,False
1569,BI09565,Gaya Constituency,Gaya,Bihar,2000000,2000000.0,1442365.47,sanctioned,545,2023-02-04,2024-08-02,,Rural Dev Dept,school,,synthetic,sample_projects_synthetic.csv,False
1570,TA09305,Madurai Constituency,Madurai,Tamil Nadu,500000,250000.0,221980.94,completed,545,2024-01-13,2025-07-11,2025-07-20,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1571,KE09780,Ernakulam Constituency,Ernakulam,Kerala,200000,100000.0,82062.16,completed,180,2023-12-23,2024-06-20,2024-10-28,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1572,KA09158,Belagavi Constituency,Belagavi,Karnataka,500000,250000.0,240382.44,ongoing,545,2024-08-01,2026-01-28,,PWD,sanitation,72.0,synthetic,sample_projects_synthetic.csv,False
1573,KA09631,Belagavi Constituency,Belagavi,Karnataka,2000000,2000000.0,1897029.31,ongoing,365,2024-09-02,2025-09-02,,Jal Nigam,drinking water,10.3,synthetic,sample_projects_synthetic.csv,False
1575,MA09956,Nagpur Constituency,Nagpur,Maharashtra,200000,100000.0,96503.71,sanctioned,730,2023-07-07,2025-07-06,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,False
1577,BI09284,Patna Constituency,Patna,Bihar,1000000,0.0,0.0,recommended,730,2023-03-07,2025-03-06,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1578,WE09867,Kolkata Constituency,Kolkata,West Bengal,750000,375000.0,256180.24,ongoing,180,2024-07-21,2025-01-17,,Jal Nigam,sanitation,42.2,synthetic,sample_projects_synthetic.csv,False
1579,KA09019,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,96166.67,ongoing,90,2024-07-28,2024-10-26,,Zilla Parishad,community hall,39.8,synthetic,sample_projects_synthetic.csv,False
1580,MA09543,Nagpur Constituency,Nagpur,Maharashtra,500000,500000.0,449272.34,sanctioned,545,2023-10-05,2025-04-02,,PWD,community hall,,synthetic,sample_projects_synthetic.csv,False
1581,WE09438,Howrah Constituency,Howrah,West Bengal,500000,500000.0,349714.25,sanctioned,730,2024-08-10,2026-08-10,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1582,WE09084,Kolkata Constituency,Kolkata,West Bengal,200000,100000.0,60863.27,stalled,730,2023-08-19,2025-08-18,,Jal Nigam,school,76.6,synthetic,sample_projects_synthetic.csv,False
1583,BI09225,Patna Constituency,Patna,Bihar,1000000,1000000.0,710935.85,completed,270,2023-04-01,2023-12-27,2024-05-08,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1587,MA09965,Nagpur Constituency,Nagpur,Maharashtra,500000,0.0,0.0,recommended,730,2023-04-12,2025-04-11,,Zilla Parishad,community hall,,synthetic,sample_projects_synthetic.csv,False
1588,MA10493,Nagpur Constituency,Nagpur,Maharashtra,200000,200000.0,172955.33,ongoing,545,2023-03-13,2024-09-08,,Rural Dev Dept,drinking water,77.9,synthetic,sample_projects_synthetic.csv,False
1589,TA09557,Chennai Constituency,Chennai,Tamil Nadu,200000,0.0,0.0,recommended,730,2023-01-31,2025-01-30,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,False
1590,WE10338,Howrah Constituency,Howrah,West Bengal,1000000,1000000.0,492860.38,ongoing,180,2023-07-07,2024-01-03,,PWD,school,48.8,synthetic,sample_projects_synthetic.csv,False
1593,KE10147,Kozhikode Constituency,Kozhikode,Kerala,1500000,1500000.0,775801.04,completed,365,2023-01-01,2024-01-01,2024-02-15,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1594,TA09262,Madurai Constituency,Madurai,Tamil Nadu,300000,0.0,0.0,recommended,365,2023-07-29,2024-07-28,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1595,AN09658,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1000000,1000000.0,350000.0,stalled,180,2023-06-05,2023-12-02,,Rural Dev Dept,sanitation,44.0,synthetic,sample_projects_synthetic.csv,False
1596,AN10292,Guntur Constituency,Guntur,Andhra Pradesh,2000000,1000000.0,866390.39,ongoing,90,2023-11-06,2024-02-04,,PWD,irrigation,11.1,synthetic,sample_projects_synthetic.csv,False
1597,KA09790,Belagavi Constituency,Belagavi,Karnataka,300000,300000.0,178246.6,sanctioned,365,2024-08-02,2025-08-02,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
1598,BI10017,Gaya Constituency,Gaya,Bihar,1500000,0.0,0.0,recommended,270,2023-04-01,2023-12-27,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,False
1599,AN09604,Krishna Constituency,Krishna,Andhra Pradesh,1000000,0.0,0.0,recommended,545,2023-06-29,2024-12-25,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,False
1600,WE10319,Kolkata Constituency,Kolkata,West Bengal,500000,250000.0,233420.67,sanctioned,545,2023-12-20,2025-06-17,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
1602,BI10094,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,500000.0,451226.47,sanctioned,90,2023-05-14,2023-08-12,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1604,KA09672,Mysuru Constituency,Mysuru,Karnataka,750000,750000.0,585000.0,sanctioned,730,2024-11-06,2026-11-06,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,False
1605,KE09112,Kozhikode Constituency,Kozhikode,Kerala,2000000,1000000.0,915627.41,completed,730,2023-05-07,2025-05-06,2025-05-19,Jal Nigam,community hall,100.0,synthetic,sample_projects_synthetic.csv,False
1606,BI09318,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,500000.0,265338.17,completed,90,2024-06-14,2024-09-12,2025-03-25,PWD,school,100.0,synthetic,sample_projects_synthetic.csv,False
1607,WE09018,Howrah Constituency,Howrah,West Bengal,2000000,0.0,0.0,recommended,270,2023-11-19,2024-08-15,,PWD,road,,synthetic,sample_projects_synthetic.csv,False
1608,KE09704,Kozhikode Constituency,Kozhikode,Kerala,2000000,2000000.0,1168290.5,ongoing,270,2024-03-17,2024-12-12,,Zilla Parishad,irrigation,63.0,synthetic,sample_projects_synthetic.csv,False
1609,MA09752,Pune Constituency,Pune,Maharashtra,500000,250000.0,173243.45,stalled,90,2024-07-18,2024-10-16,,Jal Nigam,community hall,47.1,synthetic,sample_projects_synthetic.csv,False
1610,AN09950,Guntur Constituency,Guntur,Andhra Pradesh,300000,0.0,0.0,recommended,365,2024-08-06,2025-08-06,,Rural Dev Dept,community hall,,synthetic,sample_projects_synthetic.csv,False
1611,BI10329,Gaya Constituency,Gaya,Bihar,750000,750000.0,597831.65,ongoing,545,2023-05-07,2024-11-02,,Jal Nigam,sanitation,88.7,synthetic,sample_projects_synthetic.csv,False
1613,KA10320,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,517215.38,completed,180,2024-05-26,2024-11-22,2025-02-25,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,False
1614,KA09475,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,0.0,0.0,recommended,270,2023-08-27,2024-05-23,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1615,UT09799,Varanasi Constituency,Varanasi,Uttar Pradesh,200000,200000.0,130787.12,stalled,180,2024-05-28,2024-11-24,,Jal Nigam,community hall,18.8,synthetic,sample_projects_synthetic.csv,False
1616,KE09568,Kozhikode Constituency,Kozhikode,Kerala,1500000,750000.0,390466.54,stalled,730,2023-05-07,2025-05-06,,Zilla Parishad,sanitation,80.4,synthetic,sample_projects_synthetic.csv,False
1617,TA09773,Chennai Constituency,Chennai,Tamil Nadu,300000,210000.0,164815.98,completed,545,2023-04-09,2024-10-05,2024-09-30,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv,True
1619,RA10023,Jaipur Constituency,Jaipur,Rajasthan,300000,0.0,0.0,recommended,545,2024-05-03,2025-10-30,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1621,KA10133,Belagavi Constituency,Belagavi,Karnataka,500000,500000.0,285420.78,ongoing,365,2024-05-03,2025-05-03,,PWD,school,59.1,synthetic,sample_projects_synthetic.csv,False
1622,RA09077,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,153047.37,ongoing,730,2024-03-10,2026-03-10,,Jal Nigam,school,67.4,synthetic,sample_projects_synthetic.csv,False
1624,AN09159,Krishna Constituency,Krishna,Andhra Pradesh,2000000,2000000.0,1628517.68,sanctioned,365,2023-04-04,2024-04-03,,PWD,school,,synthetic,sample_projects_synthetic.csv,False
1625,MA10037,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,375000.0,sanctioned,270,2023-12-08,2024-09-03,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,False
1627,WE10291,Kolkata Constituency,Kolkata,West Bengal,300000,0.0,0.0,recommended,270,2024-01-31,2024-10-27,,Zilla Parishad,road,,synthetic,sample_projects_synthetic.csv,False
1628,KA09229,Mysuru Constituency,Mysuru,Karnataka,2000000,2000000.0,920000.0,stalled,730,2024-08-29,2026-08-29,,Zilla Parishad,irrigation,84.6,synthetic,sample_projects_synthetic.csv,False
1629,KA09409,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,500000.0,462760.08,stalled,365,2024-08-22,2025-08-22,,Zilla Parishad,sanitation,38.7,synthetic,sample_projects_synthetic.csv,False
1630,WE10314,Kolkata Constituency,Kolkata,West Bengal,300000,210000.0,168000.0,sanctioned,545,2024-09-15,2026-03-14,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,True
1631,BI09022,Patna Constituency,Patna,Bihar,200000,0.0,0.0,recommended,180,2024-06-19,2024-12-16,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,False
1632,RA10387,Jodhpur Constituency,Jodhpur,Rajasthan,750000,375000.0,367278.64,sanctioned,730,2023-01-31,2025-01-30,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,False
1633,KA09444,Belagavi Constituency,Belagavi,Karnataka,200000,200000.0,157946.47,sanctioned,545,2023-01-04,2024-07-02,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,False
1635,WE09367,Howrah Constituency,Howrah,West Bengal,300000,300000.0,265297.96,sanctioned,270,2023-02-03,2023-10-31,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,False
1636,TA10114,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,144000.0,completed,545,2023-10-02,2025-03-30,2025-03-21,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1637,KE09209,Ernakulam Constituency,Ernakulam,Kerala,1000000,1000000.0,480916.9,completed,180,2024-06-15,2024-12-12,2025-02-21,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv,False
1639,AN10457,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1050000.0,714000.0,stalled,545,2024-08-06,2026-02-02,,Rural Dev Dept,irrigation,44.0,synthetic,sample_projects_synthetic.csv,True
1640,UT09728,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,230552.99,completed,180,2024-10-06,2025-04-04,2025-03-05,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,False
1642,UT09758,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,300000,0.0,0.0,recommended,270,2023-06-15,2024-03-11,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,False
1643,AN09300,Krishna Constituency,Krishna,Andhra Pradesh,750000,375000.0,342834.51,sanctioned,270,2023-09-10,2024-06-06,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,False
1644,RA09055,Jaipur Constituency,Jaipur,Rajasthan,2000000,1000000.0,883504.12,stalled,545,2023-05-06,2024-11-01,,PWD,drinking water,59.9,synthetic,sample_projects_synthetic.csv,False
1645,TA09139,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,533643.66,completed,180,2024-11-20,2025-05-19,2025-12-02,Jal Nigam,electricity,100.0,synthetic,sample_projects_synthetic.csv,False
1646,TA09097,Chennai Constituency,Chennai,Tamil Nadu,200000,200000.0,168636.32,stalled,365,2024-07-26,2025-07-26,,PWD,road,10.0,synthetic,sample_projects_synthetic.csv,False
1647,AN10419,Krishna Constituency,Krishna,Andhra Pradesh,2000000,1000000.0,773313.75,ongoing,365,2024-07-24,2025-07-24,,Jal Nigam,sanitation,21.5,synthetic,sample_projects_synthetic.csv,False
1648,UT09526,Lucknow Constituency,Lucknow,Uttar Pradesh,200000,200000.0,112000.0,stalled,180,2024-04-18,2024-10-15,,Rural Dev Dept,irrigation,93.0,synthetic,sample_projects_synthetic.csv,False
1649,KA10500,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,699610.84,completed,730,2023-08-22,2025-08-21,2025-12-02,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1650,UT09700,Lucknow Constituency,Lucknow,Uttar Pradesh,1500000,1500000.0,1171608.17,ongoing,270,2024-07-06,2025-04-02,,Zilla Parishad,irrigation,26.9,synthetic,sample_projects_synthetic.csv,False
1651,TA09092,Madurai Constituency,Madurai,Tamil Nadu,500000,500000.0,260000.0,completed,545,2024-03-18,2025-09-14,2025-10-05,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1652,UT10345,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,500000.0,345000.0,stalled,90,2024-10-26,2025-01-24,,Zilla Parishad,sanitation,77.3,synthetic,sample_projects_synthetic.csv,False
1653,AN09669,Guntur Constituency,Guntur,Andhra Pradesh,500000,500000.0,324297.12,completed,365,2023-02-11,2024-02-11,2024-03-09,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,False
1654,WE09942,Kolkata Constituency,Kolkata,West Bengal,300000,150000.0,126941.89,completed,270,2023-03-30,2023-12-25,2024-01-02,Zilla Parishad,road,100.0,synthetic,sample_projects_synthetic.csv,False
1655,KA09617,Belagavi Constituency,Belagavi,Karnataka,500000,250000.0,233420.43,sanctioned,365,2023-09-14,2024-09-13,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,False
1656,KA09717,Mysuru Constituency,Mysuru,Karnataka,750000,375000.0,256060.04,completed,180,2023-05-11,2023-11-07,2023-10-09,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,False
1657,WE10355,Kolkata Constituency,Kolkata,West Bengal,1500000,1500000.0,1034052.02,completed,180,2024-06-30,2024-12-27,2024-12-29,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1658,MA09866,Pune Constituency,Pune,Maharashtra,2000000,0.0,0.0,recommended,180,2024-01-02,2024-06-30,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,False
1659,KA09710,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,1000000.0,543506.32,completed,90,2024-10-13,2025-01-11,2025-01-31,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,False
1660,KA09743,Belagavi Constituency,Belagavi,Karnataka,1000000,1000000.0,871120.5,ongoing,730,2024-05-24,2026-05-24,,PWD,electricity,18.0,synthetic,sample_projects_synthetic.csv,False
1661,KE10278,Ernakulam Constituency,Ernakulam,Kerala,1500000,1050000.0,598500.0,sanctioned,730,2024-06-29,2026-06-29,,PWD,road,,synthetic,sample_projects_synthetic.csv,True
1663,KA09446,Mysuru Constituency,Mysuru,Karnataka,750000,750000.0,501473.23,stalled,365,2024-08-03,2025-08-03,,Rural Dev Dept,drinking water,75.8,synthetic,sample_projects_synthetic.csv,False
1664,UT09036,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1500000,750000.0,397500.0,ongoing,365,2023-06-27,2024-06-26,,Rural Dev Dept,road,31.4,synthetic,sample_projects_synthetic.csv,False
