Unnamed: 0,project_id,constituency,district,state,sanctioned_amount,released_amount,expenditure,project_status,sanctioned_duration_days,project_start_date,expected_completion_date,actual_completion_date,implementing_agency,project_category,progress_percent,data_source,source_file,drop_reason,released_amount_imputed,flag_reason
1274,UT10654,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,1000.0,recommended,730,2024-07-26,2026-07-26,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1281,RA10718,Jaipur Constituency,Jaipur,Rajasthan,1000000,1000000.0,869666.88,stalled,180,2024-08-07,2025-02-03,,Rural Dev Dept,irrigation,10.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1285,UT10556,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,0.0,1000.0,recommended,180,2024-11-08,2025-05-07,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1290,WE10680,Kolkata Constituency,Kolkata,West Bengal,300000,300000.0,747500.2,completed,545,2024-11-25,2026-05-24,2026-08-05,PWD,road,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1294,UT10591,Varanasi Constituency,Varanasi,Uttar Pradesh,1500000,750000.0,2024971.21,sanctioned,90,2024-11-08,2025-02-06,,Rural Dev Dept,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1300,KE10581,Kozhikode Constituency,Kozhikode,Kerala,500000,500000.0,592029.45,sanctioned,90,2023-10-06,2024-01-04,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1312,KE10767,Kozhikode Constituency,Kozhikode,Kerala,1500000,1500000.0,628633.84,stalled,180,2023-12-20,2024-06-17,,Jal Nigam,community hall,89.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1320,WE10573,Howrah Constituency,Howrah,West Bengal,500000,250000.0,239469.79,completed,90,2023-08-12,2023-11-10,2023-11-19,Rural Dev Dept,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1329,AN10620,Krishna Constituency,Krishna,Andhra Pradesh,200000,200000.0,278634.86,ongoing,545,2023-08-01,2025-01-27,,Zilla Parishad,irrigation,94.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1331,TA10606,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,182111.61,completed,365,2024-05-30,2025-05-30,2025-08-29,Jal Nigam,school,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1341,BI10618,Gaya Constituency,Gaya,Bihar,300000,0.0,233276.6,stalled,365,2024-09-18,2025-09-18,,PWD,community hall,93.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1346,RA10740,Jodhpur Constituency,Jodhpur,Rajasthan,200000,200000.0,158979.45,ongoing,365,2024-03-15,2025-03-15,,Jal Nigam,school,27.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1348,RA10580,Jaipur Constituency,Jaipur,Rajasthan,2000000,2000000.0,835541.3,sanctioned,365,2023-02-10,2024-02-10,,PWD,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1349,BI10568,Gaya Constituency,Gaya,Bihar,500000,500000.0,827247.04,ongoing,270,2023-03-21,2023-12-16,,Zilla Parishad,drinking water,61.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1355,WE10638,Howrah Constituency,Howrah,West Bengal,200000,100000.0,682427.35,ongoing,365,2023-07-05,2024-07-04,,Rural Dev Dept,drinking water,85.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1357,UT10642,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,2000000.0,1531624.78,sanctioned,90,2023-04-12,2023-07-11,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1366,AN10756,Guntur Constituency,Guntur,Andhra Pradesh,200000,200000.0,94347.82,sanctioned,730,2023-01-17,2025-01-16,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1368,KA10636,Mysuru Constituency,Mysuru,Karnataka,2000000,0.0,1000.0,recommended,270,2024-08-29,2025-05-26,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1372,KE10744,Ernakulam Constituency,Ernakulam,Kerala,200000,200000.0,264206.17,stalled,730,2024-06-13,2026-06-13,,Rural Dev Dept,irrigation,21.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1380,TA10747,Coimbatore Constituency,Coimbatore,Tamil Nadu,1500000,750000.0,514291.14,sanctioned,270,2024-09-20,2025-06-17,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1385,BI10639,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,150000.0,114400.41,sanctioned,270,2023-01-21,2023-10-18,,Zilla Parishad,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1386,AN10739,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,1500000,0.0,1000.0,recommended,270,2024-04-02,2024-12-28,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1397,TA10775,Madurai Constituency,Madurai,Tamil Nadu,2000000,2000000.0,2054901.72,stalled,270,2023-08-14,2024-05-10,,PWD,road,78.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1398,MA10722,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,791218.73,completed,365,2024-08-04,2025-08-04,2025-07-08,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1399,KA10641,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,1000000.0,839791.85,sanctioned,180,2023-09-11,2024-03-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1400,UT10716,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,300000.0,242222.63,sanctioned,180,2023-10-23,2024-04-20,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1416,TA10731,Chennai Constituency,Chennai,Tamil Nadu,300000,150000.0,65781.62,completed,730,2024-07-23,2026-07-23,2026-08-18,Rural Dev Dept,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1417,BI10663,Patna Constituency,Patna,Bihar,2000000,2000000.0,1396532.09,stalled,90,2023-10-31,2024-01-29,,Zilla Parishad,school,90.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1419,TA10628,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,698993.1,stalled,270,2023-05-22,2024-02-16,,Rural Dev Dept,drinking water,55.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1426,AN10752,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,300000.0,256116.56,ongoing,730,2024-05-27,2026-05-27,,Rural Dev Dept,community hall,70.3,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1427,BI10730,Gaya Constituency,Gaya,Bihar,200000,200000.0,118352.58,sanctioned,730,2024-10-02,2026-10-02,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1428,WE10734,Howrah Constituency,Howrah,West Bengal,200000,200000.0,112072.47,sanctioned,90,2023-06-21,2023-09-19,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1433,WE10734,Howrah Constituency,Howrah,West Bengal,200000,200000.0,215430.39,sanctioned,90,2023-06-21,2023-09-19,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1440,KA10569,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1500000,750000.0,448353.65,sanctioned,90,2024-11-11,2025-02-09,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1447,UT10556,Lucknow Constituency,Lucknow,Uttar Pradesh,1000000,0.0,0.0,recommended,180,2024-11-08,2025-05-07,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1449,BI10557,Gaya Constituency,Gaya,Bihar,1000000,0.0,0.0,recommended,365,2023-11-30,2024-11-29,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1454,KA10584,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,1000000,500000.0,445476.99,completed,270,2023-08-22,2024-05-18,2024-10-29,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1468,MA10559,Pune Constituency,Pune,Maharashtra,200000,100000.0,159917.82,ongoing,730,2024-11-27,2026-11-27,,PWD,irrigation,49.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1469,AN10649,Guntur Constituency,Guntur,Andhra Pradesh,300000,300000.0,437812.09,sanctioned,365,2023-06-24,2024-06-23,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1475,TA10679,Coimbatore Constituency,Coimbatore,Tamil Nadu,2000000,0.0,3381691.22,recommended,180,2023-04-07,2023-10-04,,Jal Nigam,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1476,UT10717,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,750000.0,572268.88,sanctioned,90,2023-02-13,2023-05-14,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1482,KA10681,Mysuru Constituency,Mysuru,Karnataka,2000000,0.0,962989.21,ongoing,365,2024-01-24,2025-01-23,,Jal Nigam,electricity,45.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1490,BI10604,Muzaffarpur Constituency,Muzaffarpur,Bihar,750000,0.0,247489.01,sanctioned,90,2023-05-04,2023-08-02,,Rural Dev Dept,electricity,,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1495,AN10707,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,500000,500000.0,450425.6,ongoing,90,2024-07-27,2024-10-25,,Rural Dev Dept,road,72.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1499,TA10628,Coimbatore Constituency,Coimbatore,Tamil Nadu,500000,500000.0,465601.33,stalled,270,2023-05-22,2024-02-16,,Rural Dev Dept,drinking water,55.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1509,UT10710,Varanasi Constituency,Varanasi,Uttar Pradesh,300000,300000.0,200913.48,ongoing,180,2023-10-24,2024-04-21,,Zilla Parishad,electricity,58.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1511,KA10726,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,375000.0,445805.01,sanctioned,365,2023-08-26,2024-08-25,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1512,MA10665,Nagpur Constituency,Nagpur,Maharashtra,1500000,1500000.0,1648044.52,stalled,180,2023-01-16,2023-07-15,,PWD,road,65.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1516,TA10588,Coimbatore Constituency,Coimbatore,Tamil Nadu,750000,750000.0,478369.2,sanctioned,365,2023-06-11,2024-06-10,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1521,TA10662,Madurai Constituency,Madurai,Tamil Nadu,200000,200000.0,282394.73,completed,90,2024-04-23,2024-07-22,2024-08-16,Zilla Parishad,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1536,WE10614,Howrah Constituency,Howrah,West Bengal,750000,0.0,1000.0,recommended,90,2023-03-26,2023-06-24,,Jal Nigam,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1537,AN10647,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,300000,150000.0,119826.17,ongoing,730,2024-02-04,2026-02-03,,Jal Nigam,electricity,18.9,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1542,KE10767,Kozhikode Constituency,Kozhikode,Kerala,1500000,1500000.0,1248297.5,stalled,180,2023-12-20,2024-06-17,,Jal Nigam,community hall,89.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1543,TA10757,Chennai Constituency,Chennai,Tamil Nadu,300000,300000.0,198299.63,sanctioned,90,2024-06-03,2024-09-01,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1546,BI10768,Gaya Constituency,Gaya,Bihar,750000,750000.0,1813974.93,ongoing,545,2024-09-18,2026-03-17,,Zilla Parishad,road,59.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1549,WE10571,Howrah Constituency,Howrah,West Bengal,750000,750000.0,1051791.28,sanctioned,365,2023-06-22,2024-06-21,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1551,AN10733,Krishna Constituency,Krishna,Andhra Pradesh,1500000,1500000.0,1855780.48,completed,90,2023-01-20,2023-04-20,2023-06-19,Jal Nigam,drinking water,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1560,RA10625,Jodhpur Constituency,Jodhpur,Rajasthan,500000,500000.0,309298.45,completed,90,2023-02-02,2023-05-03,2023-05-10,PWD,community hall,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1561,WE10565,Howrah Constituency,Howrah,West Bengal,300000,300000.0,461528.56,sanctioned,180,2023-04-11,2023-10-08,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1564,KA10656,Mysuru Constituency,Mysuru,Karnataka,200000,100000.0,73293.87,stalled,365,2024-10-04,2025-10-04,,Jal Nigam,school,66.7,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1568,MA10665,Nagpur Constituency,Nagpur,Maharashtra,1500000,1500000.0,830896.04,stalled,180,2023-01-16,2023-07-15,,PWD,road,65.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1574,WE10592,Howrah Constituency,Howrah,West Bengal,2000000,1000000.0,505641.27,sanctioned,730,2023-01-18,2025-01-17,,Zilla Parishad,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1576,AN10616,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,200000,0.0,98380.63,stalled,365,2023-08-08,2024-08-07,,Rural Dev Dept,sanitation,14.1,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1584,RA10745,Jodhpur Constituency,Jodhpur,Rajasthan,1000000,500000.0,326775.03,sanctioned,730,2024-03-02,2026-03-02,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1585,KE10702,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,4789058.32,recommended,730,2024-11-14,2026-11-14,,Zilla Parishad,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1586,MA10575,Pune Constituency,Pune,Maharashtra,750000,750000.0,660655.48,stalled,545,2024-07-25,2026-01-21,,Jal Nigam,drinking water,59.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1591,KE10672,Ernakulam Constituency,Ernakulam,Kerala,2000000,2000000.0,962267.26,stalled,730,2024-05-25,2026-05-25,,Zilla Parishad,drinking water,88.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1592,WE10638,Howrah Constituency,Howrah,West Bengal,200000,100000.0,350715.35,ongoing,365,2023-07-05,2024-07-04,,Rural Dev Dept,drinking water,85.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1601,WE10598,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,566859.79,sanctioned,730,2024-04-18,2026-04-18,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1603,KE10686,Kozhikode Constituency,Kozhikode,Kerala,2000000,0.0,0.0,recommended,545,2024-11-09,2026-05-08,,PWD,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1612,MA10670,Pune Constituency,Pune,Maharashtra,500000,500000.0,403019.18,sanctioned,365,2024-02-17,2025-02-16,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1618,MA10559,Pune Constituency,Pune,Maharashtra,200000,100000.0,92468.87,ongoing,730,2024-11-27,2026-11-27,,PWD,irrigation,49.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1620,AN10595,Guntur Constituency,Guntur,Andhra Pradesh,750000,750000.0,644885.74,completed,180,2023-12-28,2024-06-25,2024-07-13,PWD,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1623,MA10742,Pune Constituency,Pune,Maharashtra,1000000,1000000.0,754784.62,stalled,270,2024-10-20,2025-07-17,,Zilla Parishad,sanitation,39.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1626,UT10635,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,750000,0.0,0.0,recommended,365,2024-02-10,2025-02-09,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1634,MA10722,Nagpur Constituency,Nagpur,Maharashtra,750000,750000.0,399182.48,completed,365,2024-08-04,2025-08-04,2025-07-08,Zilla Parishad,electricity,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1662,KE10766,Ernakulam Constituency,Ernakulam,Kerala,500000,0.0,0.0,recommended,270,2023-04-08,2024-01-03,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1674,TA10561,Chennai Constituency,Chennai,Tamil Nadu,750000,750000.0,508759.06,sanctioned,365,2023-08-27,2024-08-26,,Jal Nigam,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1680,MA10683,Nagpur Constituency,Nagpur,Maharashtra,1000000,1000000.0,1229970.54,stalled,90,2023-03-06,2023-06-04,,Zilla Parishad,sanitation,59.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1683,BI10671,Patna Constituency,Patna,Bihar,500000,500000.0,419960.42,stalled,90,2023-09-28,2023-12-27,,Zilla Parishad,electricity,77.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1690,BI10589,Muzaffarpur Constituency,Muzaffarpur,Bihar,1000000,0.0,1000.0,recommended,545,2024-01-18,2025-07-16,,Rural Dev Dept,irrigation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1691,KA10755,Belagavi Constituency,Belagavi,Karnataka,1000000,0.0,0.0,recommended,90,2023-02-19,2023-05-20,,Jal Nigam,community hall,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1693,BI10769,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,1417200.55,stalled,90,2023-10-18,2024-01-16,,PWD,electricity,70.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1694,TA10765,Chennai Constituency,Chennai,Tamil Nadu,2000000,1000000.0,1410912.06,ongoing,730,2023-01-24,2025-01-23,,Zilla Parishad,sanitation,75.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1700,UT10642,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,2000000,2000000.0,944366.58,sanctioned,90,2023-04-12,2023-07-11,,PWD,sanitation,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1709,KA10682,Mysuru Constituency,Mysuru,Karnataka,1000000,0.0,0.0,recommended,180,2024-09-28,2025-03-27,,PWD,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1711,KA10708,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,750000,375000.0,231203.01,ongoing,180,2024-07-25,2025-01-21,,PWD,sanitation,52.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1717,UT10699,Lucknow Constituency,Lucknow,Uttar Pradesh,500000,500000.0,670868.1,sanctioned,90,2024-01-04,2024-04-03,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1719,RA10570,Jaipur Constituency,Jaipur,Rajasthan,1000000,500000.0,435302.32,completed,270,2024-08-07,2025-05-04,2025-07-06,Zilla Parishad,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1721,BI10769,Gaya Constituency,Gaya,Bihar,1500000,1500000.0,2118106.88,stalled,90,2023-10-18,2024-01-16,,PWD,electricity,70.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1723,KA10760,Belagavi Constituency,Belagavi,Karnataka,750000,750000.0,982887.48,completed,545,2024-02-23,2025-08-21,2025-08-25,Jal Nigam,sanitation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1724,BI10741,Muzaffarpur Constituency,Muzaffarpur,Bihar,200000,200000.0,83749.44,ongoing,270,2023-04-07,2024-01-02,,PWD,electricity,89.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1726,BI10763,Patna Constituency,Patna,Bihar,300000,150000.0,145407.54,completed,90,2023-07-31,2023-10-29,2023-11-18,Rural Dev Dept,school,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1737,BI10678,Gaya Constituency,Gaya,Bihar,200000,100000.0,97675.77,ongoing,365,2023-03-09,2024-03-08,,Jal Nigam,drinking water,82.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1738,KA10583,Bengaluru Urban Constituency,Bengaluru Urban,Karnataka,500000,250000.0,189566.33,stalled,90,2023-12-08,2024-03-07,,Jal Nigam,drinking water,48.5,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1742,AN10735,Visakhapatnam Constituency,Visakhapatnam,Andhra Pradesh,2000000,1000000.0,903015.57,ongoing,730,2024-09-03,2026-09-03,,Rural Dev Dept,drinking water,48.1,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1744,KE10772,Ernakulam Constituency,Ernakulam,Kerala,300000,0.0,693062.77,ongoing,545,2023-11-01,2025-04-29,,Jal Nigam,community hall,69.4,synthetic,sample_projects_synthetic.csv,,True,"same project id , conflicting expenditure values"
1745,WE10578,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,696175.68,ongoing,180,2024-10-05,2025-04-03,,PWD,school,54.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1746,BI10658,Gaya Constituency,Gaya,Bihar,200000,100000.0,41681.86,ongoing,730,2023-09-22,2025-09-21,,Zilla Parishad,community hall,15.6,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1747,WE10709,Kolkata Constituency,Kolkata,West Bengal,500000,500000.0,499663.15,stalled,365,2023-04-13,2024-04-12,,PWD,drinking water,18.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1756,MA10742,Pune Constituency,Pune,Maharashtra,1000000,1000000.0,1466350.18,stalled,270,2024-10-20,2025-07-17,,Zilla Parishad,sanitation,39.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1758,UT10716,Lucknow Constituency,Lucknow,Uttar Pradesh,300000,300000.0,167777.7,sanctioned,180,2023-10-23,2024-04-20,,Jal Nigam,electricity,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1766,BI10750,Gaya Constituency,Gaya,Bihar,750000,375000.0,1165976.45,sanctioned,545,2023-10-05,2025-04-02,,PWD,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1767,AN10620,Krishna Constituency,Krishna,Andhra Pradesh,200000,200000.0,176532.22,ongoing,545,2023-08-01,2025-01-27,,Zilla Parishad,irrigation,94.8,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1772,BI10729,Gaya Constituency,Gaya,Bihar,750000,375000.0,176879.42,ongoing,180,2024-03-06,2024-09-02,,Rural Dev Dept,road,90.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1775,BI10596,Muzaffarpur Constituency,Muzaffarpur,Bihar,300000,300000.0,261900.56,sanctioned,545,2023-03-10,2024-09-05,,Zilla Parishad,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1777,AN10640,Guntur Constituency,Guntur,Andhra Pradesh,750000,0.0,2065099.09,recommended,730,2023-05-29,2025-05-28,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1782,KE10744,Ernakulam Constituency,Ernakulam,Kerala,200000,200000.0,358394.21,stalled,730,2024-06-13,2026-06-13,,Rural Dev Dept,irrigation,21.2,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1783,AN10640,Guntur Constituency,Guntur,Andhra Pradesh,750000,0.0,1265607.08,recommended,730,2023-05-29,2025-05-28,,Rural Dev Dept,road,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1787,UT10586,Varanasi Constituency,Varanasi,Uttar Pradesh,750000,0.0,0.0,recommended,545,2024-04-17,2025-10-14,,Zilla Parishad,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1794,UT10762,Kanpur Nagar Constituency,Kanpur Nagar,Uttar Pradesh,1000000,1000000.0,405956.35,sanctioned,365,2024-07-23,2025-07-23,,Jal Nigam,school,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1797,KA10650,Belagavi Constituency,Belagavi,Karnataka,2000000,2000000.0,1640875.99,ongoing,545,2024-01-05,2025-07-03,,Zilla Parishad,school,51.4,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1799,TA10632,Chennai Constituency,Chennai,Tamil Nadu,1500000,1500000.0,1691626.77,completed,365,2024-06-29,2025-06-29,2025-10-02,PWD,irrigation,100.0,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1802,KE10624,Ernakulam Constituency,Ernakulam,Kerala,1500000,750000.0,1029459.41,sanctioned,90,2024-08-10,2024-11-08,,Jal Nigam,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
1810,UT10585,Lucknow Constituency,Lucknow,Uttar Pradesh,2000000,0.0,0.0,recommended,90,2023-04-19,2023-07-18,,Rural Dev Dept,drinking water,,synthetic,sample_projects_synthetic.csv,,False,"same project id , conflicting expenditure values"
